x,y,z,Pixel Trigger Value,Point Type,Time
41.406026,-9.999993,4.2699427986,21,1,13:24:23.969344
41.408509,-9.999995,4.2699928032,20,1,13:24:24.853474
41.408583,-9.999997,4.2699928032,18,1,13:24:25.749035
41.408057,-10.000001,4.2699928032,12,1,13:24:26.639218
41.40855,-9.999992,4.2699928032,21,1,13:24:27.406800
41.408052,-9.999993,4.2699928032,22,1,13:24:28.164194
41.405892,-9.999991,4.2699928032,18,1,13:24:28.892512
41.405647,-9.99999,4.2699928032,21,1,13:24:29.647437
41.405507,-9.999995,4.2699928032,22,1,13:24:30.403688
41.405549,-9.999995,4.2699928032,19,1,13:24:31.162547
41.405985,-9.999995,4.2699427986,18,1,13:24:31.920450
41.406219,-9.999993,4.2699928032,22,1,13:24:32.682111
41.40666,-9.999993,4.2699928032,21,1,13:24:33.449442
41.405529,-9.999995,4.2699928032,19,1,13:24:34.204452
41.405414,-9.999993,4.2699928032,13,1,13:24:34.961458
41.405993,-9.999994,4.2699928032,17,1,13:24:35.719939
41.405935,-9.99999,4.2699928032,15,1,13:24:36.479407
41.40629,-9.999989,4.2699928032,19,1,13:24:37.243766
41.405618,-9.999996,4.2699928032,17,1,13:24:37.995190
41.405731,-9.999992,4.2699928032,17,1,13:24:38.752713
41.406257,-9.999994,4.2699928032,20,1,13:24:39.520058
41.405442,-9.999991,4.2699427986,17,1,13:24:40.272591
41.406232,-9.999998,4.2699928032,14,1,13:24:41.034315
41.405758,-9.999993,4.2699928032,13,1,13:24:41.790891
41.406617,-9.999993,4.2699427986,16,1,13:24:42.558178
41.406003,-9.999996,4.2699928032,11,1,13:24:43.316844
41.408432,-9.999994,4.2699427986,20,1,13:24:44.077846
41.408007,-9.999994,4.2699928032,19,1,13:24:44.834568
41.405803,-9.999993,4.2699928032,18,1,13:24:45.561578
41.405176,-9.999995,4.2699928032,18,1,13:24:46.311899
