x,y,z,Pixel Trigger Value,Point Type,Time
41.397517,-10.000003,4.2699928032,6,1,12:36:31.820891
41.394756,-10.000046,4.2699928032,6,1,12:41:27.159153
41.393866,-10.000008,4.2699928032,6,1,12:46:04.711922
41.39235,-9.999999,4.2699928032,6,1,12:50:11.864473
41.388894,-10.000051,4.2699928032,7,1,12:53:09.895812
41.390329,-10.000028,4.2699928032,6,1,12:56:36.631168
41.386911,-9.999958,4.2699928032,7,1,12:58:55.014570
41.386336,-10.000034,4.2699928032,6,1,13:01:01.924133
41.383487,-10.000041,4.2699928032,6,1,13:02:11.861817
41.386781,-10.000003,4.2699928032,6,1,13:04:27.625194
41.383123,-10.000048,4.2699928032,6,1,13:05:30.263510
41.383665,-9.999952,4.2699928032,7,1,13:06:43.776542
41.384074,-9.999968,4.2699928032,7,1,13:08:05.461184
41.383421,-10.000014,4.2699928032,6,1,13:09:14.014965
41.3844,-9.999952,4.2699928032,6,1,13:10:42.172390
41.384109,-10.000046,4.2699928032,6,1,13:12:04.498724
41.381542,-10.000005,4.2699928032,6,1,13:12:35.421951
41.3844,-9.999964,4.2699928032,6,1,13:14:03.586231
41.381632,-9.999952,4.2699928032,6,1,13:14:36.433027
41.38121,-9.999993,4.2699928032,6,1,13:15:00.783277
41.381527,-10.000022,4.2699928032,6,1,13:15:31.476588
41.382288,-10.000028,4.2699928032,7,1,13:16:17.432711
41.38065,-10.000048,4.2699928032,6,1,13:16:30.558583
41.381345,-10.000045,4.2699928032,7,1,13:16:57.600753
41.380977,-9.999957,4.2699928032,6,1,13:17:17.301018
41.380055,-9.999956,4.2699928032,6,1,13:17:18.556174
41.380448,-9.999956,4.2699928032,6,1,13:17:27.630706
41.38157,-10.000043,4.2699928032,6,1,13:17:59.211947
41.380087,-9.999966,4.2699928032,6,1,13:18:01.098342
41.380127,-10.000021,4.2699928032,6,1,13:18:03.773999
