x,y,z,Pixel Trigger Value,Point Type,Time
43.231678,-9.999995,4.8299943186,10,1,10:47:21.828546
43.251701,-9.999989,4.8299943186,67,1,10:47:22.600044
43.245228,-9.999995,4.8299943186,63,1,10:47:23.352428
43.245232,-9.999999,4.8299943186,68,1,10:47:24.112454
43.240875,-9.999998,4.8299943186,57,1,10:47:24.860816
43.241026,-9.999992,4.8299943186,52,1,10:47:25.631282
43.241226,-9.999995,4.8299943186,63,1,10:47:26.381777
43.241528,-9.999996,4.8299943186,59,1,10:47:27.141992
43.250943,-9.99999,4.8299943186,67,1,10:47:27.905013
43.241878,-9.999995,4.8299943186,57,1,10:47:28.662336
43.242376,-9.999996,4.8299943186,71,1,10:47:29.426733
43.241227,-9.999998,4.8299943186,50,1,10:47:30.184012
43.241476,-9.999994,4.8299943186,60,1,10:47:30.939938
43.251383,-9.999988,4.8299943186,54,1,10:47:31.705412
43.241677,-9.999996,4.8299943186,61,1,10:47:32.459631
43.241427,-9.999995,4.8299943186,50,1,10:47:33.215816
43.242175,-9.999998,4.8299943186,70,1,10:47:33.978640
43.241475,-9.999996,4.8299943186,51,1,10:47:34.736715
43.250896,-9.999993,4.8299943186,61,1,10:47:35.499170
43.243576,-9.999995,4.8299943186,99,1,10:47:36.253460
43.254269,-9.999993,4.8299943186,73,1,10:47:37.016887
43.243426,-9.999993,4.8299943186,69,1,10:47:37.767987
43.250654,-9.999991,4.8299943186,83,1,10:47:38.499532
43.245481,-9.999992,4.8299943186,78,1,10:47:39.260717
43.244732,-9.999998,4.8299943186,91,1,10:47:40.021027
43.245333,-9.999996,4.8299943186,66,1,10:47:40.771431
43.241526,-9.999999,4.8299943186,71,1,10:47:41.535800
43.241427,-10,4.8299943186,88,1,10:47:42.296441
43.242124,-9.999999,4.8299943186,69,1,10:47:43.059805
43.242026,-9.999992,4.8299943186,78,1,10:47:43.817461
