x,y,z,Pixel Trigger Value,Point Type,Time
43.147719,-9.999999,4.8299943186,8,1,11:15:59.990973
43.146547,-9.999997,4.8299943186,7,1,11:16:06.785376
43.144961,-10.000003,4.8299943186,6,1,11:16:13.355325
43.145814,-10,4.8299943186,6,1,11:16:20.048790
43.145862,-10.000004,4.8299943186,6,1,11:16:26.759290
43.144957,-9.999998,4.8299943186,6,1,11:16:33.324578
43.14584,-9.999998,4.8299943186,6,1,11:16:40.018972
43.144284,-10.000002,4.8299943186,6,1,11:16:46.460055
43.142198,-9.999994,4.8299943186,9,1,11:16:52.634897
43.138696,-10,4.8299943186,8,1,11:16:58.308890
43.139677,-9.999992,4.8299943186,12,1,11:17:04.124469
43.1362,-10.000003,4.8299943186,6,1,11:17:09.434867
43.137063,-10.000004,4.8299943186,6,1,11:17:14.877123
43.135255,-9.999999,4.8299943186,6,1,11:17:20.027916
43.136209,-9.999996,4.8299943186,6,1,11:17:25.346162
43.137081,-9.999998,4.8299943186,9,1,11:17:30.789482
43.13523,-10.000003,4.8299943186,6,1,11:17:35.935245
43.135225,-10.000001,4.8299943186,7,1,11:17:41.113657
43.135213,-9.999996,4.8299943186,7,1,11:17:46.301921
43.135201,-9.999999,4.8299943186,7,1,11:17:51.481431
43.135224,-9.999998,4.8299943186,8,1,11:17:56.662102
43.134323,-9.999999,4.8299943186,6,1,11:18:01.714039
43.135276,-10.000001,4.8299943186,7,1,11:18:06.903503
43.134407,-9.999996,4.8299943186,6,1,11:18:11.951707
43.13517,-9.999998,4.8299943186,7,1,11:18:17.122729
43.135236,-10.000004,4.8299943186,7,1,11:18:22.309904
43.135233,-10,4.8299943186,9,1,11:18:27.462763
43.133584,-9.999996,4.8299943186,7,1,11:18:32.407749
43.133621,-9.999997,4.8299943186,7,1,11:18:37.325936
43.134342,-10,4.8299943186,7,1,11:18:42.380030
