x,y,z,Pixel Trigger Value,Point Type,Time
43.175673,-10,4.8299943186,8,1,10:56:42.384881
43.174741,-9.999999,4.8299943186,6,1,10:56:44.172023
43.176803,-9.999999,4.8299943186,7,1,10:56:46.183180
43.177094,-9.999998,4.8299943186,8,1,10:56:48.317921
43.175907,-9.999999,4.8299943186,7,1,10:56:50.239923
43.175963,-9.999998,4.8299943186,7,1,10:56:52.126565
43.176738,-10.000002,4.8299943186,6,1,10:56:54.132638
43.175935,-10.000003,4.8299943186,8,1,10:56:56.052486
43.175841,-10,4.8299943186,7,1,10:56:57.932373
43.175648,-10.000001,4.8299943186,8,1,10:56:59.811151
43.17591,-9.999998,4.8299943186,6,1,10:57:01.727596
43.175681,-10,4.8299943186,6,1,10:57:03.610502
43.174696,-9.999999,4.8299943186,7,1,10:57:05.390923
43.175642,-10,4.8299943186,8,1,10:57:07.270583
43.17572,-10.000003,4.8299943186,6,1,10:57:09.162667
43.176039,-9.999999,4.8299943186,7,1,10:57:11.080812
43.175601,-9.999998,4.8299943186,6,1,10:57:12.949740
43.17467,-10.000002,4.8299943186,8,1,10:57:14.731397
43.174413,-9.999998,4.8299943186,8,1,10:57:16.484875
43.174672,-9.999996,4.8299943186,9,1,10:57:18.261063
43.175662,-10,4.8299943186,6,1,10:57:20.144631
43.173552,-10,4.8299943186,6,1,10:57:21.796262
43.174693,-10.000002,4.8299943186,6,1,10:57:23.574972
43.173586,-10.000004,4.8299943186,7,1,10:57:25.195270
43.175918,-10.000002,4.8299943186,8,1,10:57:27.112938
43.174373,-10.000001,4.8299943186,7,1,10:57:28.855129
43.174698,-10.000004,4.8299943186,7,1,10:57:30.648996
43.174473,-10.000001,4.8299943186,6,1,10:57:32.395528
43.174662,-10.000002,4.8299943186,7,1,10:57:34.171922
43.174744,-10,4.8299943186,8,1,10:57:35.955845
