x,y,z,Pixel Trigger Value,Point Type,Time
43.12009,-10.000005,4.8299943186,6,1,11:32:36.939105
43.120131,-10.000004,4.8299943186,7,1,11:32:42.129154
43.117523,-10.000007,4.8299943186,6,1,11:32:46.651132
43.119583,-10.000005,4.8299943186,7,1,11:32:51.694859
43.119728,-10.000001,4.8299943186,6,1,11:32:56.775053
43.117661,-9.999997,4.8299943186,6,1,11:33:01.306347
43.119046,-9.999998,4.8299943186,6,1,11:33:06.216444
43.119192,-9.999999,4.8299943186,6,1,11:33:11.171779
43.117654,-9.999998,4.8299943186,6,1,11:33:15.697748
43.119204,-9.999998,4.8299943186,6,1,11:33:20.645838
43.118668,-9.999994,4.8299943186,6,1,11:33:25.427527
43.118595,-9.999997,4.8299943186,7,1,11:33:30.221886
43.117618,-10,4.8299943186,6,1,11:33:34.772926
43.11817,-9.999999,4.8299943186,6,1,11:33:39.460598
43.119719,-10.000003,4.8299943186,8,1,11:33:44.504918
43.118004,-9.999999,4.8299943186,6,1,11:33:49.156471
43.116594,-9.999997,4.8299943186,6,1,11:33:53.453960
43.117087,-9.999996,4.8299943186,6,1,11:33:57.872352
43.117651,-9.999999,4.8299943186,6,1,11:34:02.435513
43.118135,-10,4.8299943186,6,1,11:34:07.116849
43.117631,-9.999996,4.8299943186,6,1,11:34:11.643959
43.118681,-9.999998,4.8299943186,6,1,11:34:16.461601
43.117612,-10.000003,4.8299943186,6,1,11:34:20.981164
43.116162,-10.000001,4.8299943186,6,1,11:34:25.167658
43.117623,-9.999998,4.8299943186,6,1,11:34:29.698588
43.116552,-10.000005,4.8299943186,6,1,11:34:33.983674
43.119229,-9.999999,4.8299943186,7,1,11:34:38.939778
43.118157,-9.999998,4.8299943186,6,1,11:34:43.593417
43.118186,-10,4.8299943186,6,1,11:34:48.282919
43.116575,-10.000001,4.8299943186,6,1,11:34:52.568065
