x,y,z,Pixel Trigger Value,Point Type,Time
43.241036,-9.999993,4.8299943186,54,1,10:48:49.500920
43.24085,-9.999995,4.8299943186,66,1,10:48:50.255665
43.241156,-9.999992,4.829944314,73,1,10:48:51.013928
43.238673,-9.999987,4.8299943186,81,1,10:48:51.742722
43.239274,-9.999991,4.8299943186,70,1,10:48:52.506848
43.238649,-9.999991,4.8299943186,77,1,10:48:53.259433
43.239472,-9.99999,4.829944314,70,1,10:48:54.024860
43.239112,-9.99999,4.8299943186,57,1,10:48:54.784025
43.239051,-9.999994,4.8299943186,76,1,10:48:55.541006
43.239634,-9.999996,4.8299943186,49,1,10:48:56.303600
43.2317,-9.999995,4.8299943186,67,1,10:48:57.056292
43.23861,-9.999992,4.8299943186,70,1,10:48:57.816271
43.238635,-9.999991,4.8299943186,68,1,10:48:58.577134
43.238436,-9.999991,4.8299943186,63,1,10:48:59.336333
43.238742,-9.999994,4.8299943186,60,1,10:49:00.093538
43.238825,-9.999992,4.829944314,50,1,10:49:00.856320
43.2393,-9.99999,4.829944314,53,1,10:49:01.613899
43.23948,-9.999995,4.829944314,60,1,10:49:02.377500
43.239279,-9.999995,4.829944314,77,1,10:49:03.133823
43.23854,-9.999988,4.829944314,66,1,10:49:03.884166
43.231383,-9.999991,4.829944314,61,1,10:49:04.640970
43.231458,-9.999996,4.8299943186,46,1,10:49:05.407262
43.2341,-9.999993,4.8299943186,85,1,10:49:06.167775
43.23398,-9.999999,4.8299943186,86,1,10:49:06.928573
43.2337,-10.000001,4.8299943186,76,1,10:49:07.684626
43.238641,-9.999997,4.8299943186,84,1,10:49:08.411091
43.234224,-9.999995,4.8299943186,76,1,10:49:09.168558
43.233787,-9.999998,4.8299943186,87,1,10:49:09.926062
43.233421,-9.999999,4.8299943186,67,1,10:49:10.689418
43.230742,-9.999999,4.8299943186,82,1,10:49:11.449822
