x,y,z,Pixel Trigger Value,Point Type,Time
43.115109,-10.000002,4.8299943186,6,1,11:35:15.408193
43.1166,-9.999995,4.8299943186,7,1,11:35:21.087104
43.115489,-10,4.8299943186,6,1,11:35:26.396744
43.116595,-10.000002,4.8299943186,7,1,11:35:32.074696
43.115883,-9.999998,4.8299943186,6,1,11:35:37.519912
43.116186,-10.000001,4.8299943186,6,1,11:35:43.069862
43.116575,-9.999999,4.8299943186,6,1,11:35:48.744316
43.116283,-9.999999,4.8299943186,8,1,11:35:54.323331
43.115486,-10.000001,4.8299943186,6,1,11:35:59.600626
43.115883,-9.999999,4.8299943186,6,1,11:36:05.051317
43.117009,-10.000002,4.8299943186,6,1,11:36:10.870910
43.115096,-9.999999,4.8299943186,6,1,11:36:16.040250
43.115403,-9.999997,4.8299943186,7,1,11:36:21.325032
43.115871,-10,4.8299943186,7,1,11:36:26.764933
43.116582,-9.999999,4.8299943186,6,1,11:36:32.581821
43.115102,-10.000004,4.8299943186,6,1,11:36:37.764167
43.115398,-9.999996,4.8299943186,6,1,11:36:43.038900
43.115504,-10.000002,4.8299943186,6,1,11:36:48.354513
43.115518,-10,4.8299943186,6,1,11:36:53.669086
43.115376,-9.999999,4.8299943186,7,1,11:36:58.944804
43.11477,-9.999996,4.8299943186,6,1,11:37:04.028546
43.115122,-10,4.8299943186,6,1,11:37:09.185101
43.115092,-9.999997,4.8299943186,6,1,11:37:14.364069
43.114005,-10.000001,4.8299943186,6,1,11:37:19.180417
43.115498,-9.999999,4.8299943186,6,1,11:37:24.462560
43.115106,-9.999996,4.8299943186,6,1,11:37:29.644617
43.113613,-10,4.8299943186,6,1,11:37:34.332332
43.114305,-9.999997,4.8299943186,6,1,11:37:39.246496
43.114313,-10.000003,4.8299943186,6,1,11:37:44.163891
43.114715,-9.999994,4.8299943186,6,1,11:37:49.215976
