x,y,z,Pixel Trigger Value,Point Type
39.440105,-5.999999,4.6000231632,6,1
39.617736,-5.999998,4.6000231632,4,2
39.528922,-6,4.4843125188,5,3
39.437749,-6.000001,4.5700204032,8,1
39.616676,-5.999997,4.5700204032,4,2
39.527213,-5.999998,4.483412436,4,3
39.442754,-5.999998,4.5400176432,6,1
39.609209,-6,4.5400176432,3,2
39.525982,-5.999997,4.4837624682,5,3
39.450438,-5.999999,4.5300167232,11,1
39.600278,-5.999996,4.5300167232,4,2
39.525359,-6,4.4835624498,5,3
39.437723,-5.999999,4.6000231632,6,1
39.615391,-5.999999,4.6000231632,5,2
39.52656,-6.000001,4.4818122888,4,3
39.4391,-5.999999,4.5700204032,10,1
39.615762,-5.999999,4.5700204032,5,2
39.527429,-5.999998,4.4834624406,5,3
39.445377,-5.999993,4.5400176432,6,1
39.607856,-5.999996,4.5400176432,3,2
39.526617,-5.999996,4.4811122244,2,3
39.449054,-5.999999,4.5300167232,8,1
39.601624,-5.999999,4.5300167232,3,2
39.525338,-5.999999,4.4852126016,5,3
39.441376,-6,4.6000231632,9,1
39.616839,-5.999999,4.6000231632,4,2
39.529104,-6,4.488412896,3,3
39.442743,-5.999999,4.5700204032,12,1
39.616813,-6,4.5700204032,2,2
39.529778,-6.000001,4.4847125556,4,3
39.450329,-6.000001,4.5400176432,12,1
39.609539,-5.999996,4.5400176432,3,2
39.529933,-6,4.4872627902,5,3
39.452655,-5.999998,4.5300167232,8,1
39.602593,-5.999996,4.5300167232,3,2
39.527625,-5.999999,4.4848625694,5,3
39.363191,-6.999997,4.6299759186,11,1
39.496589,-6.999998,4.6299759186,2,2
39.429888,-6.999996,4.5598194648,3,3
39.357963,-6.999997,4.6199749986,7,1
39.496645,-7.000001,4.6199749986,5,2
39.427304,-6.999998,4.5585693498,2,3
39.357977,-6.999997,4.6100240832,6,1
39.490264,-7,4.6100240832,4,2
39.424116,-6.999999,4.5572192256,4,3
39.360515,-6.999999,4.6000231632,9,1
39.36775,-7.000002,4.6000231632,3,2
39.364131,-7,4.5941226204,3,3
39.360303,-6.999999,4.6299759186,6,1
39.497619,-6.999999,4.6299759186,2,2
39.428959,-6.999995,4.5597694602,4,3
39.362886,-6.999995,4.6199749986,9,1
39.49525,-7.000002,4.6199749986,5,2
39.429066,-6.999992,4.5596194464,4,3
39.358116,-7,4.6100240832,7,1
39.491704,-7.000001,4.6100240832,5,2
39.42491,-7.000003,4.5575692578,4,3
39.361532,-6.999999,4.6000231632,10,1
39.487712,-7,4.6000231632,3,2
39.424626,-7,4.5564691566,2,3
39.360594,-6.999999,4.6299759186,10,1
39.497978,-7,4.6299759186,3,2
39.429288,-6.999999,4.5585193452,3,3
39.357866,-6.999998,4.6199749986,10,1
39.495284,-7.000001,4.6199749986,4,2
39.426578,-7.000002,4.5560691198,4,3
39.357709,-6.999995,4.6100240832,6,1
39.490992,-7.000001,4.6100240832,4,2
39.424354,-6.999997,4.5572192256,4,3
39.360527,-6.999999,4.6000231632,6,1
39.486753,-7,4.6000231632,4,2
39.423641,-7,4.5575192532,5,3
39.271679,-7.999999,4.6899814386,10,1
39.376152,-7.999985,4.6899814386,4,2
39.323916,-7.99999,4.629675891,3,3
39.271802,-8.000002,4.6799805186,9,1
39.376139,-7.999995,4.6799805186,4,2
39.323974,-7.999999,4.629925914,2,3
39.27274,-7.999995,4.6699795986,9,1
39.37706,-7.999997,4.6699795986,4,2
39.324902,-7.999996,4.6302259416,4,3
39.275771,-7.999999,4.6599786786,11,1
39.367614,-8,4.6599786786,3,2
39.321695,-8,4.6300759278,3,3
39.270436,-7.999999,4.6899814386,8,1
39.377468,-8.000001,4.6899814386,2,2
39.323953,-8,4.6297258956,2,3
39.270524,-8.000004,4.6799805186,6,1
39.376175,-7.999994,4.6799805186,5,2
39.323342,-8.000002,4.6311260244,5,3
39.273131,-8.000003,4.6699795986,12,1
39.376525,-8,4.6699795986,2,2
39.324836,-8.000004,4.6327761762,5,3
39.275463,-7.999999,4.6599786786,11,1
39.367597,-7.999995,4.6599786786,5,2
39.321549,-7.999997,4.6313760474,4,3
39.271766,-8.000002,4.6899814386,9,1
39.376479,-7.999996,4.6899814386,5,2
39.324122,-8.000001,4.6312760382,4,3
39.270481,-8.000001,4.6799805186,7,1
39.376577,-8.000003,4.6799805186,1,2
39.323533,-8.000001,4.6322761302,3,3
39.271804,-8.000001,4.6699795986,8,1
39.377869,-7.999998,4.6699795986,1,2
39.324837,-7.999999,4.6313260428,4,3
39.275424,-8,4.6599786786,10,1
39.368622,-7.999999,4.6599786786,2,2
39.322034,-8.000001,4.632676167,3,3
