40.636775,-7.000002,5.980000109,7,,Mean,40.6363343
40.634396,-7,5.980000109,9,,STD,0.002025181
40.635754,-7.000007,5.980000109,10,,Spread,0.011666
40.634823,-6.999998,5.980000109,12,,,
40.635767,-6.999999,5.980000109,10,,,
40.635695,-7.000001,5.980000109,7,,,
40.635784,-7.000002,5.980000109,6,,,
40.637474,-6.999999,5.980000109,6,,,
40.63706,-7.000003,5.980000109,6,,,
40.63581,-7.000004,5.980000109,6,,,
40.636148,-6.999999,5.980000109,6,,,
40.635292,-7.000002,5.980000109,10,,,
40.635784,-7.000001,5.980000109,8,,,
40.637473,-7.000001,5.980000109,7,,,
40.636807,-7.000003,5.980000109,6,,,
40.637099,-7,5.980000109,7,,,
40.635807,-7.000002,5.980000109,10,,,
40.635762,-7.000003,5.980000109,7,,,
40.635778,-7.000001,5.980000109,11,,,
40.63466,-7.000001,5.980000109,11,,,
40.634737,-6.999998,5.980000109,15,,,
40.63581,-7.000001,5.980000109,8,,,
40.646062,-7.000002,5.980000109,6,,,
40.637085,-7,5.980000109,6,,,
40.638402,-6.999999,5.980000109,6,,,
40.635897,-7.000001,5.980000109,9,,,
40.634693,-6.999999,5.980000109,11,,,
40.635917,-7.000003,5.980000109,6,,,
40.635624,-7.000001,5.980000109,6,,,
40.635854,-7.000001,5.980000109,6,,,
