41.094166,-5.999999,6.0200037894,7
41.192846,-5.999999,6.0200037894,7
41.093968,-7.000027,6.0500065494,6
41.150054,-7.000003,6.0500065494,8
41.074078,-7.999994,6.1000111494,7
41.12877,-8,6.1000111494,7
41.093938,-5.999999,6.0200037894,7
41.191608,-6.000003,6.0200037894,8
41.095431,-6.999999,6.0500065494,13
41.148981,-7.000004,6.0500065494,6
41.074044,-8.000002,6.1000111494,10
41.12712,-8.000006,6.1000111494,6
41.095641,-6,6.0200037894,11
41.192859,-6,6.0200037894,6
41.094162,-7.000005,6.0500065494,6
41.145985,-7.000002,6.0500065494,8
41.074201,-8.000001,6.1000111494,13
41.126042,-8.000005,6.1000111494,7
41.095159,-5.999995,6.0200037894,10
41.191405,-5.999999,6.0200037894,9
41.095492,-6.999999,6.0500065494,6
41.143757,-7.000003,6.0500065494,10
41.072726,-8.000001,6.1000111494,8
41.126047,-7.999996,6.1000111494,9
