41.09436,-6.000001,6.0200037894,7
41.195588,-6,6.0200037894,6
41.092982,-6.999998,6.0500065494,6
41.152437,-7,6.0500065494,9
41.074124,-8,6.1000111494,9
41.130039,-8.000002,6.1000111494,11
41.095171,-6,6.0200037894,10
41.19426,-5.999999,6.0200037894,8
41.094127,-6.999998,6.0500065494,11
41.152618,-6.999997,6.0500065494,6
41.075142,-8.000004,6.1000111494,14
41.130992,-8.000003,6.1000111494,6
41.093877,-6.000001,6.0200037894,7
41.196704,-6.000002,6.0200037894,6
41.093909,-7,6.0500065494,9
41.15365,-7,6.0500065494,9
41.073922,-7.999999,6.1000111494,9
41.131036,-7.999999,6.1000111494,6
41.095161,-5.999995,6.0200037894,7
41.192933,-5.999999,6.0200037894,13
41.092791,-6.999997,6.0500065494,8
41.152328,-7.000001,6.0500065494,8
41.074055,-7.999996,6.1000111494,11
41.130012,-8.000003,6.1000111494,10
