57.23634,-8,8.943022682,156
57.23232,-7.999996,8.943022682,130
57.235904,-7.999997,8.943022682,160
57.232753,-8,8.943022682,133
57.23667,-7.999996,8.943022682,149
57.236276,-7.999996,8.943022682,161
57.236353,-8.000004,8.942972678,150
57.232449,-7.999997,8.943022682,139
57.235998,-8.000002,8.943022682,146
57.233285,-7.999999,8.943022682,142
57.235386,-7.999998,8.943022682,142
57.234196,-7.999999,8.943022682,128
57.233434,-8.000004,8.943022682,130
57.23229,-7.999998,8.943022682,132
57.235547,-7.999997,8.943022682,137
57.236276,-7.999999,8.943022682,137
57.23222,-8,8.943022682,127
57.236184,-7.999998,8.943022682,133
57.232998,-8,8.943022682,124
57.236747,-7.999995,8.943022682,123
57.231923,-8,8.943022682,119
57.236673,-7.999998,8.943022682,119
57.235907,-7.999999,8.943022682,122
57.229686,-8,8.943022682,133
57.235939,-7.999999,8.943022682,122
57.233182,-7.999997,8.943022682,123
