40.108414,-5.999999,3.873106293,6
40.194917,-6.000006,3.8594050326,6
40.103067,-5.999998,3.875106477,7
40.194679,-6.000002,3.8600550924,10
40.093228,-5.999996,3.8768066334,6
40.196474,-6.000001,3.8615052258,12
40.109667,-5.999997,3.871856178,6
40.194893,-6,3.858104913,7
40.103068,-5.999999,3.8751564816,12
40.195001,-5.999998,3.8600550924,10
40.093193,-6.000001,3.8767066242,6
40.195133,-6.000005,3.8599550832,8
40.108396,-6.000001,3.8719061826,11
40.195123,-6.000003,3.8590550004,6
40.104445,-6.000001,3.8741563896,7
40.194981,-5.999998,3.8598050694,9
40.094593,-5.999998,3.8766566196,7
40.195997,-6.000002,3.861355212,11
40.108442,-5.999994,3.8705560584,7
40.195858,-6.000001,3.8607051522,13
40.103152,-6,3.8752064862,11
40.195124,-5.999995,3.8615052258,13
40.094275,-5.999997,3.8802569508,11
40.195042,-5.999997,3.8600050878,10
40.107085,-6.000001,3.8728062654,9
40.196264,-6.000005,3.8615052258,12
40.105824,-6,3.87285627,6
40.195776,-5.999999,3.8589549912,6
40.094533,-5.999997,3.8779567392,7
40.194218,-6.000007,3.8586549636,6
40.108457,-6.000001,3.8715061458,7
40.194735,-6.000005,3.8607551568,13
40.104452,-5.999995,3.874106385,10
40.195077,-5.999996,3.8600050878,10
40.093173,-5.999994,3.8754065046,6
40.195152,-6.000006,3.8614052166,9
