41.094679,-6.000001,6.0200037894,6
41.196567,-5.999999,6.0200037894,6
41.092271,-6.999996,6.0500065494,13
41.158877,-7.000003,6.0500065494,6
41.073497,-8.000002,6.1000111494,8
41.133506,-8,6.1000111494,10
41.094659,-6.000003,6.0200037894,7
41.197833,-5.999998,6.0200037894,8
41.089967,-6.99997,6.0500065494,7
41.160149,-7,6.0500065494,6
41.073508,-8.000001,6.1000111494,9
41.13357,-7.999998,6.1000111494,9
41.094981,-6,6.0200037894,7
41.19683,-6.000004,6.0200037894,7
41.092094,-7.000009,6.0500065494,10
41.157666,-6.999998,6.0500065494,6
41.074498,-7.999998,6.1000111494,13
41.13365,-8.000001,6.1000111494,6
41.094664,-6.000001,6.0200037894,8
41.196835,-6.000002,6.0200037894,7
41.090857,-7.000005,6.0500065494,6
41.158611,-6.999998,6.0500065494,9
41.073507,-7.999998,6.1000111494,6
41.132715,-8.000006,6.1000111494,12
