x,y,z,Pixel Trigger Value,Point Type,Time
43.194424,-9.999996,4.8299943186,8,1,10:52:51.929342
43.195672,-10.000001,4.8299943186,6,1,10:52:52.815663
43.19609,-10,4.8299943186,9,1,10:52:53.714113
43.195449,-10,4.8299943186,6,1,10:52:54.606815
43.195611,-9.999997,4.8299943186,10,1,10:52:55.366434
43.195491,-9.999998,4.8299943186,9,1,10:52:56.214109
43.194723,-9.999994,4.8299943186,9,1,10:52:57.115572
43.195748,-10.000002,4.8299943186,10,1,10:52:58.002959
43.19571,-10.000005,4.8299943186,6,1,10:52:58.889902
43.197297,-10.000001,4.8299943186,13,1,10:52:59.749005
43.199837,-9.999999,4.829944314,19,1,10:53:00.646289
43.196072,-9.999997,4.8299943186,12,1,10:53:01.535386
43.195833,-9.999996,4.8299943186,13,1,10:53:02.425257
43.195751,-10,4.8299943186,8,1,10:53:03.314701
43.195596,-9.999993,4.829944314,15,1,10:53:04.076295
43.199681,-9.999995,4.8299943186,13,1,10:53:04.931004
43.199815,-9.999996,4.8299943186,23,1,10:53:05.835107
43.194508,-9.999994,4.8299943186,8,1,10:53:06.594595
43.194288,-10.000002,4.8299943186,9,1,10:53:07.350384
43.194652,-9.999993,4.8299943186,10,1,10:53:08.112808
43.194343,-10,4.8299943186,10,1,10:53:08.868166
43.194491,-9.999998,4.8299943186,10,1,10:53:09.623630
43.194191,-9.999995,4.8299943186,8,1,10:53:10.380132
43.194487,-9.999998,4.8299943186,9,1,10:53:11.152207
43.199915,-9.999995,4.8299943186,20,1,10:53:12.038086
43.194335,-9.999997,4.8299943186,8,1,10:53:12.759715
43.194092,-9.999997,4.8299943186,12,1,10:53:13.518709
43.195491,-9.999994,4.8299943186,10,1,10:53:14.401096
43.194229,-9.999998,4.8299943186,10,1,10:53:15.168849
43.1942,-9.999994,4.8299943186,12,1,10:53:15.928933
