x,y,z,Pixel Trigger Value,Point Type,Time
73.481442,33.999999,-1.3000195908,8,1,12:04:48.422998
73.616033,33.999999,-1.3000195908,4,2,12:05:25.685034
73.548735,33.999997,-1.3542245772,4,3,12:05:47.766575
73.46641,34.000003,-1.3050200508,6,1,12:06:13.029482
73.447298,34.000006,-1.3050200508,0,2,12:06:19.588319
73.456855,34.000004,-1.2845181648,0,3,12:06:26.157636
73.482732,33.999998,-1.3100205108,6,1,12:06:53.809990
73.615947,33.999996,-1.3100205108,5,2,12:07:30.807794
73.54934,33.999997,-1.3517243472,5,3,12:07:50.387884
73.465131,33.627203,-1.3000195908,7,1,12:08:17.680424
73.446105,33.627206,-1.3000195908,0,2,12:08:24.346362
73.45562,33.627204,-1.279617714,2,3,12:08:30.919136
73.469698,33.627206,-1.3050200508,9,1,12:08:55.936007
73.450815,33.627201,-1.3050200508,0,2,12:09:02.505788
73.460255,33.627208,-1.284618174,2,3,12:09:09.078177
73.470079,33.627207,-1.3100205108,6,1,12:09:34.189848
73.616513,33.627208,-1.3100205108,3,2,12:10:13.831645
73.543297,33.62721,-1.3784768082,5,3,12:10:38.719570
