x,y,z,Pixel Trigger Value,Point Type,Time
73.475157,33.999996,-1.3000195908,6,1,13:14:53.208476
73.456263,33.999997,-1.3000195908,0,2,13:14:59.777987
73.46571,34.000003,-1.2794677002,4,3,13:15:06.347198
73.474533,33.999997,-1.3050200508,6,1,13:15:32.481585
73.455099,33.999994,-1.3050200508,0,2,13:15:39.048639
73.464811,33.999994,-1.2845181648,2,3,13:15:45.615297
73.478916,33.999995,-1.3100205108,6,1,13:16:12.656332
73.459667,33.999997,-1.3100205108,3,2,13:16:19.190483
73.469294,33.999996,-1.289868657,2,3,13:16:25.762290
73.41657,31.330353,-1.3000195908,6,1,13:17:06.298099
73.397464,31.330353,-1.3000195908,2,2,13:17:12.861202
73.407014,31.33035,-1.2797677278,2,3,13:17:19.425086
73.411419,31.33035,-1.3050200508,6,1,13:17:32.438847
73.392851,31.330353,-1.3050200508,0,2,13:17:39.134891
73.402132,31.330352,-1.2844681602,1,3,13:17:45.695864
73.415069,31.330352,-1.3100205108,7,1,13:17:59.457353
73.395686,31.330353,-1.3100205108,1,2,13:18:06.024476
73.405377,31.330355,-1.2894686202,2,3,13:18:12.590857
