x,y,z,Pixel Trigger Value,Point Type,Time
73.539831,34.699998,-0.8100245154,7,1,10:18:43.972749
73.669347,34.699999,-0.8100245154,5,2,10:19:20.217231
73.604589,34.699998,-0.8571288486,2,3,10:19:40.791321
73.542959,34.700005,-0.8150249754,6,1,10:20:01.007849
73.66864,34.700006,-0.8150249754,4,2,10:20:36.496846
73.605797,34.700007,-0.8549786508,5,3,10:20:55.670394
73.546281,34.699999,-0.8199754308,6,1,10:21:16.507487
73.668253,34.7,-0.8199754308,4,2,10:21:51.232364
73.607263,34.700001,-0.8582789544,3,3,10:22:10.069196
73.561348,35.031737,-0.8100245154,6,1,10:22:36.189794
73.542638,35.03174,-0.8100245154,0,2,10:22:42.745070
73.551992,35.031734,-0.799323531,5,3,10:22:51.222456
73.562599,35.031726,-0.8150249754,6,1,10:23:14.954091
73.543249,35.031727,-0.8150249754,1,2,10:23:21.520708
73.552923,35.031724,-0.803573922,2,3,10:23:29.857139
73.56402,35.031735,-0.8199754308,6,1,10:23:53.740593
73.5451,35.031733,-0.8199754308,0,2,10:24:00.279250
73.554556,35.031731,-0.8060241474,2,3,10:24:08.127559
73.497889,32.721504,-0.8100245154,6,1,10:24:41.336273
73.478963,32.721503,-0.8100245154,2,2,10:24:47.901375
73.488428,32.721501,-0.789572634,1,3,10:24:54.468581
73.496509,32.721511,-0.81507498,10,1,10:25:04.567716
73.480085,32.721499,-0.81507498,1,2,10:25:11.637879
73.488295,32.721507,-0.79507314,1,3,10:25:18.198495
73.493684,32.721507,-0.8199754308,8,1,10:25:27.674241
73.474808,32.721508,-0.8199754308,2,2,10:25:34.242030
73.484242,32.721509,-0.7995235494,1,3,10:25:40.808851
