41.095519,-6.000002,6.0200037894,7
41.195502,-6.000004,6.0200037894,8
41.092954,-7.000001,6.0500065494,11
41.15636,-6.999997,6.0500065494,8
41.074206,-8.000003,6.1000111494,6
41.132218,-8.000002,6.1000111494,7
41.095275,-5.999998,6.0200037894,8
41.195524,-6.000002,6.0200037894,12
41.092643,-7.000001,6.0500065494,10
41.157571,-7.000002,6.0500065494,9
41.074102,-7.999995,6.1000111494,10
41.133691,-8.000002,6.1000111494,6
41.093936,-6,6.0200037894,8
41.196531,-6,6.0200037894,9
41.091587,-7.000001,6.0500065494,8
41.156233,-7.000004,6.0500065494,10
41.07373,-8,6.1000111494,8
41.132352,-8.000005,6.1000111494,9
41.095219,-6,6.0200037894,8
41.196836,-6,6.0200037894,7
41.092854,-7.000008,6.0500065494,6
41.154985,-7.000003,6.0500065494,10
41.074192,-7.999998,6.1000111494,11
41.132346,-8.000004,6.1000111494,7
