40.126337,-5.999997,3.8704560492,7
40.176288,-6.000002,3.8729562792,6
40.107051,-5.999996,3.8866575396,6
40.196147,-5.999995,3.8990086758,13
40.104735,-5.999999,3.8869075626,6
40.186456,-6.000003,3.8802569508,6
40.129828,-5.999997,3.8669057226,8
40.177343,-6.000001,3.873106293,6
40.109414,-6.000008,3.8853074154,8
40.195296,-5.99996,3.8968084734,9
40.103423,-5.999996,3.886857558,6
40.187651,-5.999997,3.891858018,9
40.127223,-5.999995,3.8694059526,7
40.176067,-5.999999,3.871856178,8
40.108389,-6.000001,3.8857074522,7
40.195796,-6.000006,3.895608363,7
40.103108,-5.999997,3.8855574384,6
40.190469,-6.000014,3.894108225,11
40.12627,-5.999992,3.8642054742,6
40.178775,-5.999999,3.87035604,6
40.11076,-5.999988,3.8840072958,8
40.194862,-5.999988,3.8954083446,6
40.104584,-5.999992,3.8880576684,8
40.190435,-5.999969,3.893108133,7
40.128875,-5.999996,3.8655555984,8
40.178687,-6.000005,3.870606063,6
40.11244,-6,3.8843073234,12
40.195913,-5.999981,3.895608363,8
40.104406,-5.999996,3.8843073234,6
40.189911,-6.000013,3.8929081146,19
40.128477,-6.000004,3.8652055662,6
40.181308,-5.999998,3.8718061734,6
40.112068,-6.000002,3.8827071762,6
40.196231,-5.999955,3.8927080962,6
40.10571,-5.999998,3.8830572084,6
40.187812,-6.000002,3.8932081422,21
