x,y,z,Pixel Trigger Value,Point Type,Time
43.11256,-10.000004,4.8299943186,6,1,11:40:14.318329
43.113378,-9.999997,4.8299943186,6,1,11:40:21.152481
43.113609,-10.000001,4.8299943186,6,1,11:40:28.070888
43.112121,-10.000002,4.8299943186,6,1,11:40:34.286467
43.112848,-9.999997,4.8299943186,6,1,11:40:40.819784
43.113634,-9.999997,4.8299943186,6,1,11:40:47.785112
43.11231,-10.000001,4.8299943186,7,1,11:40:54.083358
43.112553,-10.000003,4.8299943186,6,1,11:41:00.517877
43.113636,-9.999998,4.8299943186,6,1,11:41:07.496013
43.11284,-9.999996,4.8299943186,6,1,11:41:14.056730
43.112305,-9.999999,4.8299943186,6,1,11:41:20.356097
43.111602,-10.000002,4.8299943186,6,1,11:41:26.300085
43.112317,-9.999997,4.8299943186,6,1,11:41:32.609115
43.113096,-9.999998,4.8299943186,6,1,11:41:39.307320
43.113107,-10.000002,4.8299943186,6,1,11:41:46.004355
43.113116,-10,4.8299943186,7,1,11:41:52.676882
43.111851,-10.000001,4.8299943186,6,1,11:41:58.747354
43.111597,-9.999998,4.8299943186,6,1,11:42:04.691745
43.113098,-9.999997,4.8299943186,6,1,11:42:11.383341
43.112097,-9.999999,4.8299943186,6,1,11:42:17.685743
43.113093,-10.000003,4.8299943186,6,1,11:42:24.393139
43.113042,-9.999997,4.8299943186,6,1,11:42:31.063379
43.112634,-10,4.8299943186,6,1,11:42:37.527449
43.11237,-10.000001,4.8299943186,6,1,11:42:43.831096
43.111589,-10.000001,4.8299943186,6,1,11:42:49.772825
43.112102,-9.999999,4.8299943186,6,1,11:42:55.937442
43.111572,-10.000002,4.8299943186,6,1,11:43:01.883953
43.112857,-9.999997,4.8299943186,6,1,11:43:08.460286
43.112308,-10.000002,4.8299943186,8,1,11:43:14.761481
43.112834,-10.000005,4.8299943186,6,1,11:43:21.324124
