x,y,z,Pixel Trigger Value,Point Type,Time
73.530967,34.699996,-0.8100245154,9,1,14:50:35.701318
73.674925,34.699995,-0.8100245154,4,2,14:51:14.849136
73.602942,34.699994,-0.8737303758,5,3,14:51:38.838498
73.534057,34.700001,-0.8150249754,7,1,14:51:57.261894
73.671751,34.700001,-0.8150249754,4,2,14:52:35.146041
73.602901,34.700001,-0.876830661,4,3,14:52:58.757711
73.534104,34.700004,-0.8199754308,6,1,14:53:17.205639
73.669301,34.700007,-0.8199754308,4,2,14:53:54.577735
73.601704,34.700007,-0.8734803528,4,3,14:54:16.546811
73.548756,35.121426,-0.8100245154,6,1,14:54:41.042406
73.668119,35.121427,-0.8100245154,3,2,14:55:15.269184
73.60844,35.121422,-0.8406773352,5,3,14:55:32.564312
73.556241,35.12143,-0.8150249754,6,1,14:55:55.433721
73.663556,35.121426,-0.8150249754,5,2,14:56:27.257569
73.609898,35.12143,-0.8464278642,4,3,14:56:44.682268
73.556121,35.121425,-0.8199754308,6,1,14:57:07.519115
73.537381,35.121429,-0.8199754308,1,2,14:57:14.224124
73.546747,35.121429,-0.809574474,4,3,14:57:22.802697
73.549245,35.121432,-0.8100245154,6,1,14:57:43.531301
73.666676,35.12143,-0.8100245154,4,2,14:58:17.361529
73.607957,35.121432,-0.8491781172,3,3,14:58:36.312418
73.555694,35.12142,-0.8150249754,6,1,14:58:59.048422
73.536922,35.121426,-0.8150249754,0,2,14:59:05.588996
73.546308,35.121422,-0.8056241106,4,3,14:59:14.308675
73.559456,35.121431,-0.8199754308,6,1,14:59:37.170728
73.540094,35.121429,-0.8199754308,0,2,14:59:43.739902
73.549776,35.121425,-0.8120246994,5,3,14:59:52.820232
