41.093956,-5.999997,6.0200037894,6
41.191624,-5.999997,6.0200037894,11
41.095464,-6.999965,6.0500065494,10
41.147694,-6.999996,6.0500065494,15
41.074069,-8,6.1000111494,6
41.128371,-8.000001,6.1000111494,10
41.095381,-5.999999,6.0200037894,11
41.19424,-6.000003,6.0200037894,6
41.094198,-6.999994,6.0500065494,11
41.148667,-6.999999,6.0500065494,9
41.074118,-8.000001,6.1000111494,13
41.128665,-8,6.1000111494,10
41.094187,-6,6.0200037894,6
41.192797,-5.999996,6.0200037894,11
41.094019,-7.000003,6.0500065494,9
41.150917,-7,6.0500065494,8
41.074086,-8,6.1000111494,10
41.128731,-8.000001,6.1000111494,10
41.09527,-6,6.0200037894,8
41.19424,-6.000002,6.0200037894,6
41.094146,-7.000002,6.0500065494,9
41.150015,-6.999999,6.0500065494,6
41.074105,-8.000001,6.1000111494,11
41.127364,-7.999999,6.1000111494,9
