x,y,z,Pixel Trigger Value,Point Type,Time
73.648036,37.7,-0.6100061154,4,1,13:22:18.244599
73.643833,37.699999,-0.6100061154,1,2,13:22:27.854534
73.645934,37.699999,-0.589554234,1,3,13:22:34.421122
73.654158,37.700001,-0.6150065754,4,1,13:23:06.725199
73.635508,37.699995,-0.6150065754,0,2,13:23:13.432905
73.644834,37.699994,-0.5944546848,0,3,13:23:19.996764
73.662526,37.699998,-0.6200070354,4,1,13:23:53.966668
73.651432,37.699998,-0.6200070354,1,2,13:24:02.181556
73.656979,37.700002,-0.6155066214,3,3,13:24:11.887880
73.646532,37.639858,-0.6100061154,4,1,13:24:42.720564
73.645876,37.639855,-0.6100061154,3,2,13:24:52.950728
73.6462,37.639853,-0.5899542708,0,3,13:24:59.518793
73.651,37.639858,-0.6150065754,4,1,13:25:31.197236
73.64239,37.639853,-0.6150065754,2,2,13:25:39.917318
73.646694,37.639855,-0.5946046986,0,3,13:25:46.478259
73.661764,37.63986,-0.6200070354,4,1,13:26:20.315838
73.645144,37.63986,-0.6200070354,0,2,13:26:27.380373
73.653452,37.639862,-0.599555154,1,3,13:26:33.947790
73.64677,37.614867,-0.6100061154,5,1,13:27:04.906704
73.646505,37.614864,-0.6100061154,1,2,13:27:15.242067
73.646635,37.614866,-0.5907543444,0,3,13:27:21.935547
73.645318,37.614863,-0.6150065754,4,1,13:27:52.504296
73.625427,37.614869,-0.6150065754,1,2,13:27:59.070425
73.635393,37.614868,-0.5944546848,0,3,13:28:05.635853
74.022157,37.61486,-0.6200070354,4,1,13:29:51.456380
74.002784,37.614865,-0.6200070354,0,2,13:29:58.024835
74.012471,37.614866,-0.5994551448,1,3,13:30:04.588781
