x,y,z,Pixel Trigger Value,Point Type,Time
73.651767,37.699998,-0.6100061154,4,1,11:33:28.320050
73.632904,37.699994,-0.6100061154,0,2,11:33:34.893467
73.642337,37.699997,-0.5896042386,0,3,11:33:41.455603
73.663103,37.699999,-0.6150065754,5,1,11:34:15.558569
73.6507,37.700001,-0.6150065754,0,2,11:34:23.513074
73.6569,37.700001,-0.6129563868,2,3,11:34:33.749279
73.661141,37.700007,-0.6200070354,9,1,11:35:07.576430
73.653162,37.700009,-0.6200070354,1,2,11:35:16.416044
73.657153,37.700005,-0.6122063178,3,3,11:35:25.503381
73.664931,37.794537,-0.6100061154,5,1,11:35:59.990585
73.652981,37.794543,-0.6100061154,0,2,11:36:07.942179
73.658957,37.794542,-0.6067558164,3,3,11:36:17.914760
73.66178,37.79454,-0.6150065754,7,1,11:36:51.745949
73.65362,37.794548,-0.6150065754,0,2,11:37:00.454078
73.657699,37.794544,-0.607305867,3,3,11:37:09.562283
73.659333,37.794542,-0.6200070354,4,1,11:37:43.034336
73.639953,37.794542,-0.6200070354,1,2,11:37:49.578241
73.649642,37.794543,-0.6041555772,3,3,11:37:57.025202
