x,y,z,Pixel Trigger Value,Point Type,Time
73.649683,37.7,-0.6100061154,5,1,11:21:37.497345
73.640845,37.699999,-0.6100061154,0,2,11:21:46.083849
73.645264,37.700002,-0.589554234,0,3,11:21:52.653517
73.659176,37.699997,-0.6150065754,4,1,11:22:25.985305
73.640229,37.699996,-0.6150065754,2,2,11:22:32.554995
73.649702,37.699991,-0.5945046894,0,3,11:22:39.120099
73.661162,37.7,-0.6200070354,5,1,11:23:12.853873
73.653113,37.699996,-0.6200070354,0,2,11:23:21.574477
73.657135,37.699996,-0.611806281,3,3,11:23:30.520175
73.664322,37.822879,-0.6100061154,4,1,11:24:05.006759
73.653805,37.822885,-0.6100061154,0,2,11:24:13.199315
73.659068,37.82288,-0.6056057106,2,3,11:24:22.930489
73.65939,37.822885,-0.6150065754,4,1,11:24:56.257864
73.652743,37.82289,-0.6150065754,1,2,11:25:05.348232
73.656073,37.822888,-0.6061557612,3,3,11:25:14.191242
73.659831,37.822885,-0.6200070354,5,1,11:25:47.788564
73.647194,37.822891,-0.6200070354,0,2,11:25:55.611724
73.653513,37.822894,-0.605305683,3,3,11:26:03.334144
