x,y,z,Pixel Trigger Value,Point Type,Time
73.47712,33.999993,-1.3000195908,6,1,12:46:19.625913
73.60667,34,-1.3000195908,4,2,12:46:55.866556
73.541894,33.999999,-1.3517243472,3,3,12:47:17.474817
73.473999,33.999997,-1.3050200508,6,1,12:47:44.242412
73.455427,34.000001,-1.3050200508,0,2,12:47:50.913405
73.464712,33.999995,-1.2848181924,2,3,12:47:57.476518
73.477173,34.000003,-1.3100205108,6,1,12:48:24.147286
73.457354,33.999996,-1.3100205108,1,2,12:48:30.713020
73.467262,34.000001,-1.2892185972,3,3,12:48:37.286233
73.457517,33.591833,-1.3000195908,6,1,12:49:03.405222
73.437876,33.591831,-1.3000195908,1,2,12:49:09.961306
73.447695,33.591828,-1.2798177324,1,3,12:49:16.533303
73.456906,33.591826,-1.3050200508,6,1,12:49:38.904869
73.436986,33.591828,-1.3050200508,2,2,12:49:45.437690
73.446948,33.591829,-1.284868197,1,3,12:49:52.013487
73.467141,33.591835,-1.3100205108,6,1,12:50:16.403145
73.447315,33.591833,-1.3100205108,1,2,12:50:22.972628
73.457228,33.591835,-1.2895186248,3,3,12:50:29.538853
