x,y,z,Pixel Trigger Value,Point Type,Time
73.532774,34.700005,-0.8100245154,6,1,15:28:07.335675
73.674287,34.7,-0.8100245154,3,2,15:28:45.985952
73.603534,34.699999,-0.8730303114,5,3,15:29:09.845923
73.533619,34.7,-0.8150249754,6,1,15:29:28.165913
73.671298,34.700002,-0.8150249754,4,2,15:30:06.053012
73.602458,34.700003,-0.8721302286,4,3,15:30:28.769285
73.534043,34.700001,-0.8199754308,6,1,15:30:47.219744
73.66983,34.7,-0.8199754308,4,2,15:31:24.715427
73.601934,34.699999,-0.8721302286,5,3,15:31:46.312605
73.530392,34.700262,-0.8100245154,7,1,15:32:03.991316
73.674348,34.700265,-0.8100245154,5,2,15:32:43.132022
73.602367,34.700267,-0.8680298514,5,3,15:33:05.990168
73.533103,34.700259,-0.8150249754,6,1,15:33:24.176244
73.67202,34.700266,-0.8150249754,3,2,15:34:02.318676
73.60256,34.700265,-0.8716801872,4,3,15:34:24.930678
73.535395,34.700265,-0.8199754308,7,1,15:34:43.603725
73.66933,34.700262,-0.8199754308,3,2,15:35:20.741221
73.602361,34.700264,-0.8679298422,2,3,15:35:41.569256
