x,y,z,Pixel Trigger Value,Point Type,Time
73.732321,34.999999,-1.0099929108,13,1,19:08:55.809331
73.712913,35.000005,-1.0099929108,0,2,19:09:02.348419
73.722616,35,-0.9897910524,2,3,19:09:08.918966
73.734027,35.000001,-1.0149933708,11,1,19:09:26.472027
73.714338,35,-1.0149933708,2,2,19:09:33.042419
73.724187,34.999999,-0.9944414802,6,3,19:09:39.607111
73.738436,34.999999,-1.0179936468,13,1,19:09:58.058454
73.849587,35.000002,-1.0179936468,9,2,19:10:30.639705
73.79401,35.000002,-1.0449461262,8,3,19:10:47.174002
73.754409,35.27292,-1.0099929108,11,1,19:11:11.303417
73.839681,35.272919,-1.0099929108,7,2,19:11:38.696017
73.797044,35.27292,-1.0281445806,10,3,19:11:53.347429
73.761275,35.272922,-1.0149933708,13,1,19:12:17.083085
73.83124,35.27293,-1.0149933708,9,2,19:12:41.432992
73.796256,35.272923,-1.025594346,10,3,19:12:54.454380
73.768246,35.27292,-1.0179936468,12,1,19:13:19.462003
73.751366,35.272916,-1.0179936468,3,2,19:13:26.525285
73.759809,35.272921,-1.0152433938,9,3,19:13:36.620203
