x,y,z,Pixel Trigger Value,Point Type,Time
73.732859,34.999998,-1.0099929108,11,1,19:41:28.930283
73.715466,34.999996,-1.0099929108,0,2,19:41:35.861211
73.724162,34.999995,-0.989591034,6,3,19:41:42.428903
73.733316,35.000002,-1.0149933708,12,1,19:41:59.857678
73.714627,34.999998,-1.0149933708,0,2,19:42:06.559814
73.723974,35.000001,-0.9945414894,6,3,19:42:13.123072
73.737861,35.000004,-1.0179936468,11,1,19:42:31.547725
73.848489,35,-1.0179936468,10,2,19:43:04.024361
73.793173,35.000002,-1.04259591,9,3,19:43:20.055670
73.752336,35.249407,-1.0099929108,14,1,19:43:43.533137
73.838852,35.249403,-1.0099929108,10,2,19:44:11.188148
73.795594,35.249402,-1.0258943736,9,3,19:44:25.343992
73.758813,35.24941,-1.0149933708,11,1,19:44:48.560290
73.832776,35.249409,-1.0149933708,8,2,19:45:13.706316
73.795794,35.249412,-1.0269444702,10,3,19:45:27.086922
73.763742,35.249407,-1.0179936468,13,1,19:45:51.326540
73.822717,35.249407,-1.0179936468,9,2,19:46:13.425531
73.793231,35.249406,-1.0241442126,9,3,19:46:25.555216
