x,y,z,Pixel Trigger Value,Point Type,Time
73.536566,34.699995,-0.8100245154,7,1,12:13:52.854914
73.517408,34.699998,-0.8100245154,0,2,12:13:59.406516
73.526986,34.699997,-0.789572634,5,3,12:14:05.978027
73.538649,34.699998,-0.8150249754,6,1,12:14:24.555735
73.518857,34.699997,-0.8150249754,0,2,12:14:31.119682
73.52875,34.699994,-0.7942230618,4,3,12:14:37.699139
73.546784,34.700004,-0.8199754308,7,1,12:14:57.899492
73.529259,34.700001,-0.8199754308,0,2,12:15:04.828732
73.538023,34.700001,-0.8122747224,5,3,12:15:13.941609
73.50897,32.258211,-0.8100245154,7,1,12:15:50.540512
73.490033,32.258217,-0.8100245154,0,2,12:15:57.109453
73.499502,32.258218,-0.7895226294,1,3,12:16:03.677749
73.499679,32.258219,-0.81507498,6,1,12:16:14.283231
73.480046,32.258214,-0.81507498,0,2,12:16:20.845932
73.489863,32.258215,-0.7944730848,1,3,12:16:27.411514
73.491843,32.258211,-0.8200254354,7,1,12:16:36.514347
73.472033,32.258214,-0.8200254354,0,2,12:16:43.080773
73.481935,32.258216,-0.7995235494,2,3,12:16:49.655990
73.499473,32.301723,-0.8100245154,6,1,12:17:00.513765
73.480105,32.301726,-0.8100245154,0,2,12:17:07.086660
73.48979,32.301721,-0.7895226294,1,3,12:17:13.626508
73.4951,32.301727,-0.81507498,7,1,12:17:23.353588
73.475282,32.301724,-0.81507498,0,2,12:17:29.922330
73.48519,32.301725,-0.794573094,0,3,12:17:36.492079
73.493865,32.301725,-0.8200254354,7,1,12:17:45.966824
73.478062,32.301725,-0.8200254354,2,2,12:17:53.158480
73.485966,32.301726,-0.7996235586,1,3,12:17:59.731945
73.506851,32.225098,-0.8100245154,6,1,12:18:12.478144
73.487566,32.225097,-0.8100245154,1,2,12:18:19.037547
73.497211,32.225095,-0.789572634,1,3,12:18:25.599217
73.500089,32.225105,-0.8150249754,6,1,12:18:36.344248
73.48044,32.225103,-0.8150249754,3,2,12:18:42.907315
73.490264,32.225107,-0.7946731032,1,3,12:18:49.472351
73.495795,32.225108,-0.8199754308,6,1,12:18:59.463048
73.475992,32.225104,-0.8199754308,1,2,12:19:06.013000
73.485895,32.225104,-0.799823577,0,3,12:19:12.580992
