x,y,z,Pixel Trigger Value,Point Type,Time
73.532277,34.700001,-0.8100245154,7,1,15:08:14.529158
73.675027,34.700006,-0.8100245154,3,2,15:08:53.426666
73.603649,34.700003,-0.867829833,5,3,15:09:16.272542
73.521693,34.700003,-0.8150249754,7,1,15:09:32.181879
73.502129,34.699999,-0.8150249754,0,2,15:09:38.743947
73.511911,34.700001,-0.7945230894,1,3,15:09:45.312176
73.53343,34.700001,-0.8199754308,6,1,15:10:02.745834
73.668757,34.7,-0.8199754308,4,2,15:10:40.140502
73.601094,34.700005,-0.8677798284,5,3,15:11:00.970373
73.584135,35.518455,-0.8100245154,9,1,15:11:36.576115
73.56478,35.518453,-0.8100245154,2,2,15:11:43.141816
73.574459,35.518453,-0.795573186,5,3,15:11:50.831899
73.597148,35.518456,-0.8150249754,6,1,15:12:21.528254
73.577296,35.518456,-0.8150249754,1,2,15:12:28.102875
73.587221,35.518458,-0.8099245062,5,3,15:12:37.685223
73.600298,35.518451,-0.8199754308,7,1,15:13:09.132193
73.580453,35.518457,-0.8199754308,1,2,15:13:15.695008
73.59038,35.518453,-0.8126747592,5,3,15:13:24.908198
73.580989,35.51845,-0.8100245154,6,1,15:13:52.448715
73.561674,35.51845,-0.8100245154,1,2,15:13:59.002713
73.571331,35.518451,-0.7984734528,5,3,15:14:07.351270
73.598395,35.518453,-0.8150249754,7,1,15:14:38.282404
73.578029,35.518446,-0.8150249754,3,2,15:14:44.715551
73.588211,35.518454,-0.8128747776,0,3,15:14:54.949167
73.610466,35.518452,-0.8199754308,8,1,15:15:28.415579
73.589944,35.51845,-0.8199754308,1,2,15:15:34.852648
73.600206,35.518445,-0.8146749432,2,3,15:15:44.452496
73.584197,35.518452,-0.8100245154,9,1,15:16:12.742593
73.564879,35.51845,-0.8100245154,1,2,15:16:19.310371
73.574538,35.518448,-0.7988734896,5,3,15:16:27.763630
73.596478,35.518449,-0.8150249754,6,1,15:16:58.332335
73.576583,35.51845,-0.8150249754,2,2,15:17:04.893415
73.586531,35.518452,-0.8076742992,5,3,15:17:14.099594
73.607256,35.518449,-0.8199754308,6,1,15:17:46.942663
73.588581,35.518452,-0.8199754308,2,2,15:17:53.652089
73.597917,35.51845,-0.8133748236,4,3,15:18:02.988232
