x,y,z,Pixel Trigger Value,Point Type,Time
73.454414,32.999997,-1.3599751062,6,1,10:40:16.627166
73.435038,33,-1.3599751062,1,2,10:40:23.192655
73.444725,32.999998,-1.3394732202,3,3,10:40:29.764272
73.463722,33.000003,-1.3649755662,9,1,10:40:53.498703
73.619079,33,-1.3649755662,5,2,10:41:34.919464
73.541401,33.000004,-1.409129628,5,3,10:41:55.120445
73.467588,32.999999,-1.3699760262,7,1,10:42:20.628855
73.448686,33.000001,-1.3699760262,1,2,10:42:27.197215
73.458138,32.999995,-1.3495241448,1,3,10:42:33.766794
73.432444,32.280392,-1.3599751062,6,1,10:42:57.988187
73.413258,32.280389,-1.3599751062,3,2,10:43:04.558953
73.422852,32.280388,-1.3395232248,1,3,10:43:11.134029
73.438664,32.280394,-1.3649755662,6,1,10:43:29.578489
73.419745,32.280396,-1.3649755662,3,2,10:43:36.146456
73.429208,32.280394,-1.3444736802,4,3,10:43:42.723237
73.4386,32.280397,-1.3699760262,6,1,10:44:01.268809
73.421666,32.280398,-1.3699760262,1,2,10:44:08.205864
73.430133,32.280397,-1.3497741678,3,3,10:44:14.765342
