x,y,z,Pixel Trigger Value,Point Type,Time
73.737878,35.000002,-0.9999919908,14,1,20:28:24.900002
73.852126,35.000002,-0.9999919908,10,2,20:28:58.108986
73.794998,35.000004,-1.044096048,10,3,20:29:18.073122
73.73741,35,-1.0049924508,11,1,20:29:37.023143
73.850996,35.000002,-1.0049924508,10,2,20:30:10.098763
73.794203,35,-1.0401456846,10,3,20:30:28.279034
73.733586,35.000002,-1.0079927268,11,1,20:30:46.470268
73.713676,35.000003,-1.0079927268,1,2,20:30:53.036766
73.723633,35.000004,-0.9879408822,6,3,20:30:59.604840
73.74561,35.214191,-0.9999919908,16,1,20:31:21.460926
73.847107,35.21419,-0.9999919908,10,2,20:31:52.116568
73.796356,35.214187,-1.0299447462,9,3,20:32:09.179397
73.749523,35.214196,-1.0049924508,12,1,20:32:30.515564
73.846761,35.214203,-1.0049924508,10,2,20:33:00.311419
73.798141,35.214205,-1.0307448198,10,3,20:33:16.480070
73.753679,35.2142,-1.0079927268,13,1,20:33:38.698885
73.842118,35.214201,-1.0079927268,6,2,20:34:06.745741
73.797895,35.2142,-1.0306448106,7,3,20:34:22.257449
