42.891395,-7.999997,5.630017914,6
42.891124,-7.999996,5.630017914,6
42.8927,-8,5.630017914,8
42.891211,-7.999999,5.630017914,7
42.892605,-7.999996,5.630017914,7
42.89374,-7.999996,5.630017914,10
42.894042,-8,5.630017914,6
42.892513,-8,5.630017914,7
42.892637,-7.999995,5.630017914,6
42.893867,-7.999999,5.630017914,6
42.89393,-7.999999,5.630017914,6
42.893979,-8.000001,5.630017914,7
42.892408,-7.999998,5.630017914,7
42.891484,-7.999999,5.630017914,6
42.892681,-7.999997,5.630017914,7
42.89376,-8,5.630017914,6
42.89503,-8.000001,5.630017914,10
42.894136,-8,5.630017914,7
42.892751,-7.999999,5.630017914,6
42.892428,-8.000003,5.630017914,7
42.891415,-7.999998,5.630017914,6
42.894066,-8.000003,5.630017914,8
42.892397,-7.999995,5.630017914,6
42.894044,-7.999998,5.630017914,6
42.895248,-8.000003,5.630017914,6
42.894129,-8.000001,5.630017914,7
42.892403,-7.999999,5.630017914,7
42.891855,-7.999998,5.630017914,6
42.894054,-7.999998,5.630017914,6
42.894134,-7.999996,5.630017914,9
