x,y,z,Pixel Trigger Value,Point Type,Time
73.475785,34,-1.3000195908,7,1,12:51:20.162540
73.613469,33.999997,-1.3000195908,4,2,12:51:58.058081
73.544624,33.999997,-1.3578249084,3,3,12:52:20.898353
73.475241,34.000003,-1.3050200508,6,1,12:52:47.925969
73.455436,33.999999,-1.3050200508,1,2,12:52:54.503534
73.465339,33.999996,-1.2844681602,4,3,12:53:01.069076
73.474033,34,-1.3100205108,6,1,12:53:27.079098
73.454107,33.999992,-1.3100205108,1,2,12:53:33.646047
73.46407,33.999999,-1.2894686202,1,3,12:53:40.211642
73.467539,33.733043,-1.3000195908,8,1,12:54:06.982107
73.617792,33.733042,-1.3000195908,5,2,12:54:47.382235
73.542668,33.733042,-1.3747764678,4,3,12:55:13.658003
73.467039,33.73304,-1.3050200508,6,1,12:55:39.039892
73.447617,33.733042,-1.3050200508,0,2,12:55:45.605766
73.457332,33.733037,-1.2844681602,2,3,12:55:52.174215
73.473177,33.733041,-1.3100205108,6,1,12:56:17.924099
73.615971,33.733045,-1.3100205108,3,2,12:56:56.830564
73.544578,33.733041,-1.3748264724,5,3,12:57:21.066039
