x,y,z,Pixel Trigger Value,Point Type,Time
73.537245,34.700003,-0.8100245154,6,1,12:40:27.608787
73.667332,34.700009,-0.8100245154,4,2,12:41:03.986536
73.602288,34.700009,-0.857828913,4,3,12:41:24.808790
73.540194,34.69999,-0.8150249754,7,1,12:41:44.378206
73.667305,34.699997,-0.8150249754,3,2,12:42:20.124804
73.60375,34.699991,-0.8582789544,5,3,12:42:40.068206
73.545441,34.700002,-0.8199754308,6,1,12:43:00.797217
73.665462,34.699999,-0.8199754308,3,2,12:43:35.136553
73.605454,34.700003,-0.8584289682,4,3,12:43:53.959727
73.524691,34.408941,-0.8100245154,6,1,12:44:12.382982
73.504852,34.408938,-0.8100245154,0,2,12:44:18.952638
73.514772,34.408939,-0.7894726248,2,3,12:44:25.522412
73.5273,34.408938,-0.8150249754,8,1,12:44:41.693709
73.672078,34.40894,-0.8150249754,5,2,12:45:20.952649
73.599685,34.408938,-0.8786308266,3,3,12:45:44.939424
73.527188,34.408937,-0.8199754308,8,1,12:46:01.864895
73.507873,34.408938,-0.8199754308,2,2,12:46:08.435761
73.517532,34.408945,-0.7999735908,5,3,12:46:15.005529
73.543104,34.794867,-0.8100245154,8,1,12:46:37.974425
73.668274,34.794867,-0.8100245154,5,2,12:47:13.332331
73.605687,34.794865,-0.851828361,5,3,12:47:32.793011
73.54561,34.794869,-0.8150249754,6,1,12:47:53.497461
73.666302,34.794861,-0.8150249754,5,2,12:48:27.961100
73.605954,34.794866,-0.8533785036,4,3,12:48:46.802026
73.551287,34.794864,-0.8199754308,7,1,12:49:08.630223
73.531698,34.794867,-0.8199754308,1,2,12:49:15.189698
73.541492,34.794869,-0.8122747224,5,3,12:49:24.292952
73.527804,34.449847,-0.8100245154,6,1,12:49:43.734903
73.676278,34.449844,-0.8100245154,3,2,12:50:23.770405
73.602044,34.449842,-0.8759305782,5,3,12:50:48.259545
73.53109,34.449848,-0.8150249754,7,1,12:51:06.066226
73.671388,34.449849,-0.8150249754,4,2,12:51:44.448965
73.601243,34.449848,-0.8719302102,5,3,12:52:07.045597
73.529532,34.449845,-0.8199754308,9,1,12:52:24.474361
73.668559,34.449846,-0.8199754308,5,2,12:53:02.628642
73.599048,34.449847,-0.8750805,2,3,12:53:24.841120
