x,y,z,Pixel Trigger Value,Point Type
39.439866,-6,4.6000231632,9,1
39.615178,-6,4.6000231632,4,2
39.52752,-6.000001,4.4807121876,4,3
39.438813,-6,4.5700204032,6,1
39.615392,-6,4.5700204032,5,2
39.527103,-5.999999,4.4820623118,4,3
39.444052,-5.999999,4.5400176432,6,1
39.609219,-6,4.5400176432,2,2
39.526637,-5.999998,4.4825123532,4,3
39.447735,-5.999998,4.5300167232,6,1
39.602845,-5.999998,4.5300167232,5,2
39.525288,-5.999994,4.4826123624,5,3
39.439093,-6.000002,4.6000231632,6,1
39.614375,-6.000002,4.6000231632,5,2
39.526735,-6.000002,4.481662275,4,3
39.435499,-5.999999,4.5700204032,6,1
39.441969,-5.999999,4.5700204032,5,2
39.438736,-6.000004,4.5539689266,5,3
39.444037,-6,4.5400176432,7,1
39.609097,-6,4.5400176432,2,2
39.526567,-5.999996,4.482412344,3,3
39.449035,-6.000003,4.5300167232,9,1
39.602976,-5.999999,4.5300167232,5,2
39.526006,-5.999999,4.4827123716,4,3
39.438804,-6.000001,4.6000231632,6,1
39.616524,-5.999999,4.6000231632,0,2
39.527665,-5.999998,4.4831124084,5,3
39.441849,-6.000001,4.5700204032,11,1
39.615804,-6,4.5700204032,5,2
39.528827,-6.000006,4.4823623394,4,3
39.445489,-6,4.5400176432,10,1
39.609189,-6.000003,4.5400176432,2,2
39.52734,-6.000001,4.482412344,4,3
39.449264,-5.999997,4.5300167232,8,1
39.602896,-5.999996,4.5300167232,4,2
39.526081,-5.999993,4.4812622382,2,3
39.357707,-7,4.6299759186,7,1
39.493746,-7,4.6299759186,4,2
39.425727,-6.999998,4.5572192256,4,3
39.356928,-7.000001,4.6199749986,10,1
39.495258,-6.999998,4.6199749986,4,2
39.426094,-6.999999,4.5570692118,2,3
39.356698,-6.999999,4.6100240832,7,1
39.492975,-7,4.6100240832,2,2
39.424837,-6.999999,4.5576192624,5,3
39.358917,-7.000003,4.6000231632,6,1
39.366254,-6.999998,4.6000231632,5,2
39.362585,-7.000003,4.582671567,4,3
39.359308,-7.000001,4.6299759186,7,1
39.492704,-6.999996,4.6299759186,4,2
39.426006,-7.000002,4.5572192256,3,3
39.357017,-6.999999,4.6199749986,10,1
39.494309,-7,4.6199749986,5,2
39.425666,-7,4.5586193544,5,3
39.356628,-7.000002,4.6100240832,6,1
39.495262,-7,4.6100240832,3,2
39.425945,-7.000002,4.5573692394,5,3
39.359269,-6.999998,4.6000231632,9,1
39.486359,-6.999999,4.6000231632,5,2
39.422814,-7,4.556169129,3,3
39.357158,-6.999997,4.6299759186,7,1
39.493058,-7.000001,4.6299759186,3,2
39.425107,-7,4.5575192532,4,3
39.356559,-6.999996,4.6199749986,9,1
39.495285,-6.999995,4.6199749986,2,2
39.425923,-6.999997,4.5573692394,5,3
39.356674,-7,4.6100240832,7,1
39.492705,-6.999997,4.6100240832,3,2
39.424686,-6.999999,4.5562691382,2,3
39.357868,-6.999997,4.6000231632,6,1
39.487689,-6.999997,4.6000231632,2,2
39.422781,-6.999998,4.5575192532,5,3
39.271889,-7.999999,4.6899814386,10,1
39.375302,-7.999995,4.6899814386,1,2
39.323586,-7.999993,4.6311260244,3,3
39.270727,-7.999995,4.6799805186,6,1
39.375161,-7.999995,4.6799805186,4,2
39.322934,-7.999998,4.631176029,2,3
39.273063,-8.000003,4.6699795986,6,1
39.375259,-8.000002,4.6699795986,2,2
39.324166,-8.000001,4.6312260336,4,3
39.275503,-8,4.6599786786,8,1
39.367697,-8,4.6599786786,3,2
39.321604,-8.000002,4.6300759278,2,3
39.271528,-8,4.6899814386,7,1
39.373594,-8.000005,4.6899814386,3,2
39.322548,-8,4.6310760198,3,3
39.271799,-8.000005,4.6799805186,9,1
39.373957,-8.000001,4.6799805186,5,2
39.322886,-8.000002,4.6311260244,3,3
39.274099,-7.999999,4.6699795986,13,1
39.374776,-7.999999,4.6699795986,1,2
39.324448,-7.999992,4.6324761486,5,3
39.276798,-8,4.6599786786,10,1
39.367273,-7.999997,4.6599786786,5,2
39.322051,-7.999999,4.631176029,4,3
39.271701,-8.000002,4.6899814386,9,1
39.373731,-8.000002,4.6899814386,5,2
39.322711,-7.999999,4.6313760474,5,3
39.270114,-8.000001,4.6799805186,6,1
39.376133,-7.999998,4.6799805186,3,2
39.323122,-8,4.629925914,4,3
39.271852,-7.999998,4.6699795986,6,1
39.372901,-8.000004,4.6699795986,4,2
39.322379,-8.000002,4.631176029,3,3
39.27572,-7.999997,4.6599786786,7,1
39.368801,-8.000001,4.6599786786,5,2
39.322269,-8.000001,4.6303759554,0,3
