x,y,z,Pixel Trigger Value,Point Type,Time
73.536818,34.7,-0.8100245154,6,1,11:20:46.118805
73.517559,34.700001,-0.8100245154,1,2,11:20:52.667944
73.52719,34.700004,-0.7894726248,5,3,11:20:59.242319
73.542356,34.699998,-0.8150249754,6,1,11:21:18.579935
73.666679,34.700001,-0.8150249754,3,2,11:21:53.799629
73.604514,34.699999,-0.8604791568,5,3,11:22:14.135605
73.546091,34.700005,-0.8199754308,6,1,11:22:34.956249
73.526596,34.700004,-0.8199754308,0,2,11:22:41.527051
73.536343,34.700008,-0.800823669,5,3,11:22:48.362559
73.537514,34.657112,-0.8100245154,6,1,11:23:06.681371
73.52126,34.657109,-0.8100245154,1,2,11:23:13.876903
73.52939,34.65711,-0.7897726524,5,3,11:23:20.447076
73.540491,34.657115,-0.8150249754,6,1,11:23:39.373203
73.667372,34.657113,-0.8150249754,5,2,11:24:15.102584
73.603936,34.657113,-0.866079672,5,3,11:24:36.588142
73.543015,34.657113,-0.8199754308,7,1,11:24:56.793365
73.523591,34.657118,-0.8199754308,1,2,11:25:03.354090
73.533302,34.657116,-0.799823577,5,3,11:25:10.028175
73.534731,34.628142,-0.8100245154,6,1,11:25:27.843748
73.521113,34.628143,-0.8100245154,1,2,11:25:35.536651
73.52792,34.628144,-0.789572634,5,3,11:25:42.105734
73.536682,34.628143,-0.8150249754,6,1,11:26:00.295189
73.671249,34.628143,-0.8150249754,4,2,11:26:37.561207
73.603968,34.628139,-0.8665297134,4,3,11:26:59.142145
73.541874,34.628146,-0.8199754308,7,1,11:27:19.093222
73.670791,34.628141,-0.8199754308,5,2,11:27:55.216221
73.606332,34.628143,-0.867079764,4,3,11:28:15.921319
