x,y,z,Pixel Trigger Value,Point Type,Time
73.472726,33.999997,-1.3000195908,6,1,11:53:58.987959
73.453845,34.000008,-1.3000195908,0,2,11:54:05.559567
73.463288,34.000009,-1.2794677002,4,3,11:54:12.126877
73.481631,34.000001,-1.3050200508,6,1,11:54:39.655733
73.46384,34.000001,-1.3050200508,0,2,11:54:46.448865
73.472733,34.000003,-1.284618174,3,3,11:54:53.024012
73.483407,33.999999,-1.3100205108,9,1,11:55:20.942971
73.464439,33.999997,-1.3100205108,1,2,11:55:27.515544
73.473923,33.999996,-1.2894686202,3,3,11:55:34.081157
73.405259,30.954115,-1.3000195908,6,1,11:56:16.128821
73.385856,30.954111,-1.3000195908,2,2,11:56:22.690873
73.395558,30.954118,-1.2793176864,1,3,11:56:29.264831
73.41463,30.954112,-1.3050200508,6,1,11:56:42.896968
73.395261,30.954111,-1.3050200508,0,2,11:56:49.459277
73.404944,30.954115,-1.2842181372,3,3,11:56:56.033064
73.405714,30.954116,-1.3100205108,6,1,11:57:07.883413
73.386415,30.954111,-1.3100205108,3,2,11:57:14.451009
73.396067,30.954114,-1.2895186248,2,3,11:57:21.017554
