x,y,z,Pixel Trigger Value,Point Type,Time
73.538545,34.700001,-0.8100245154,6,1,11:01:27.157167
73.669292,34.699998,-0.8100245154,5,2,11:02:03.632420
73.603918,34.7,-0.8617292718,5,3,11:02:25.244674
73.541736,34.699999,-0.8150249754,6,1,11:02:45.178095
73.665552,34.699998,-0.8150249754,5,2,11:03:20.300309
73.603645,34.700002,-0.8634294282,2,3,11:03:41.256491
73.545507,34.700001,-0.8199754308,7,1,11:04:01.947644
73.526006,34.699994,-0.8199754308,1,2,11:04:08.516660
73.535756,34.699996,-0.8019237702,5,3,11:04:15.483869
73.559338,34.98128,-0.8100245154,6,1,11:04:40.604545
73.661206,34.981243,-0.8100245154,5,2,11:05:11.302545
73.61027,34.981259,-0.8454277722,4,3,11:05:29.487265
73.561339,34.981247,-0.8150249754,6,1,11:05:53.352657
73.542779,34.981245,-0.8150249754,0,2,11:06:00.019325
73.552057,34.981244,-0.8049740508,3,3,11:06:08.626802
73.557964,34.981243,-0.8199754308,6,1,11:06:31.338701
73.538783,34.981241,-0.8199754308,1,2,11:06:37.908147
73.548373,34.981248,-0.8039739588,3,3,11:06:45.363223
73.532892,34.508446,-0.8100245154,7,1,11:07:07.090753
73.674422,34.508447,-0.8100245154,3,2,11:07:45.735157
73.603655,34.508443,-0.8733803436,5,3,11:08:09.592832
73.527817,34.508438,-0.8150249754,6,1,11:08:26.767354
73.507905,34.508444,-0.8150249754,0,2,11:08:33.331921
73.517861,34.508438,-0.7944730848,4,3,11:08:39.898385
73.528491,34.508447,-0.8199754308,6,1,11:08:56.301520
73.511112,34.508451,-0.8199754308,0,2,11:09:03.270798
73.519805,34.508453,-0.7994735448,3,3,11:09:09.828412
