x,y,z,Pixel Trigger Value,Point Type,Time
73.734168,35.000002,-0.9999919908,12,1,19:59:45.004437
73.854977,35.000003,-0.9999919908,10,2,20:00:19.494865
73.794574,34.999998,-1.0420458594,8,3,20:00:39.070499
73.736579,34.999998,-1.0049924508,11,1,20:00:58.114191
73.850317,34.999997,-1.0049924508,10,2,20:01:31.221243
73.793446,34.999999,-1.0426459146,8,3,20:01:49.904597
73.73806,35.000002,-1.0079927268,11,1,20:02:08.979349
73.849199,35.000002,-1.0079927268,9,2,20:02:41.557201
73.793631,34.999999,-1.043846025,10,3,20:02:59.847803
73.739873,35.107039,-0.9999919908,14,1,20:03:19.426991
73.850405,35.107038,-0.9999919908,8,2,20:03:51.886543
73.795139,35.107046,-1.0360453074,10,3,20:04:10.188001
73.742346,35.107036,-1.0049924508,12,1,20:04:30.148178
73.844186,35.107033,-1.0049924508,9,2,20:05:00.842264
73.793268,35.107039,-1.0351452246,7,3,20:05:18.002561
73.74187,35.107035,-1.0079927268,12,1,20:05:37.841573
73.722494,35.107038,-1.0079927268,0,2,20:05:44.376381
73.732184,35.107033,-0.990341103,9,3,20:05:51.474291
