x,y,z,Pixel Trigger Value,Point Type,Time
73.47092,34.000004,-1.3000195908,8,1,14:00:02.503404
73.451986,34.000002,-1.3000195908,0,2,14:00:09.047447
73.461451,34.000004,-1.2798177324,4,3,14:00:15.609669
73.475184,34.000002,-1.3050200508,6,1,14:00:41.751312
73.609679,34.000003,-1.3050200508,4,2,14:01:19.014092
73.54243,34.000005,-1.3523244024,4,3,14:01:39.723446
73.473339,34.000002,-1.3100205108,6,1,14:02:06.375115
73.453977,33.999995,-1.3100205108,1,2,14:02:12.936552
73.46366,33.999999,-1.2897686478,4,3,14:02:19.504449
73.462061,33.791604,-1.3000195908,7,1,14:02:44.494586
73.443186,33.791605,-1.3000195908,2,2,14:02:51.067990
73.452624,33.791605,-1.2794677002,0,3,14:02:57.631153
73.46507,33.791604,-1.3050200508,7,1,14:03:21.766074
73.613491,33.791603,-1.3050200508,4,2,14:04:01.799009
73.539283,33.791601,-1.3654756122,3,3,14:04:25.271433
73.466875,33.791602,-1.3100205108,8,1,14:04:50.645637
73.614004,33.791605,-1.3100205108,5,2,14:05:30.424538
73.540436,33.791606,-1.3760765874,4,3,14:05:54.918674
