x,y,z,Pixel Trigger Value,Point Type,Time
73.593448,37.999995,-0.9899910708,10,1,18:29:30.223750
73.58347,37.999999,-0.9899910708,0,2,18:29:38.670682
73.58846,37.999997,-0.9697392078,4,3,18:29:45.373555
73.591768,38,-0.9949915308,7,1,18:30:15.176178
73.585514,38.000003,-0.9949915308,0,2,18:30:24.261054
73.588637,38.000004,-0.975589746,3,3,18:30:30.961168
73.593168,37.999999,-0.9999919908,7,1,18:31:01.006568
73.581629,37.999993,-0.9999919908,0,2,18:31:09.075529
73.587401,37.999997,-0.9796401186,0,3,18:31:15.644994
73.594084,38.05037,-0.9899910708,7,1,18:31:45.841797
73.585947,38.050364,-0.9899910708,0,2,18:31:54.561780
73.590019,38.05036,-0.9701892492,4,3,18:32:01.127542
73.592834,38.050367,-0.9949915308,6,1,18:32:31.164745
73.583648,38.05037,-0.9949915308,0,2,18:32:39.623842
73.588244,38.050371,-0.974839677,2,3,18:32:46.184644
73.595773,38.050369,-0.9999919908,7,1,18:33:16.749780
73.578349,38.050363,-0.9999919908,0,2,18:33:23.715573
73.587061,38.05037,-0.9797401278,0,3,18:33:30.277572
