x,y,z,Pixel Trigger Value,Point Type,Time
73.73474,35.000004,-0.9999919908,14,1,19:48:33.455884
73.85344,35,-0.9999919908,8,2,19:49:07.548526
73.794088,34.999998,-1.0433959836,9,3,19:49:27.388513
73.735001,35.000003,-1.0049924508,13,1,19:49:45.842147
73.850612,34.999997,-1.0049924508,10,2,19:50:19.286637
73.792806,35.000004,-1.0436960112,9,3,19:50:38.102203
73.737916,35.000002,-1.0079927268,12,1,19:50:57.165475
73.847279,35.000008,-1.0079927268,10,2,19:51:29.378578
73.7926,35.000004,-1.0432459698,9,3,19:51:47.568333
73.738545,35.072002,-0.9999919908,13,1,19:52:06.743650
73.852464,35.072004,-0.9999919908,7,2,19:52:39.849146
73.795503,35.072004,-1.0396456386,9,3,19:52:58.892762
73.740956,35.072002,-1.0049924508,14,1,19:53:18.590979
73.847874,35.071998,-1.0049924508,9,2,19:53:50.300235
73.794415,35.072,-1.0384455282,10,3,19:54:08.102530
73.739887,35.071998,-1.0079927268,11,1,19:54:27.552330
73.847214,35.071998,-1.0079927268,10,2,19:54:59.361704
73.79355,35.072,-1.0395456294,6,3,19:55:16.794273
