x,y,z,Pixel Trigger Value,Point Type,Time
73.505614,33.000002,-1.2200122308,6,1,16:40:26.483130
73.485774,33.000001,-1.2200122308,0,2,16:40:33.053595
73.495689,33.000002,-1.1995103448,4,3,16:40:39.625182
73.506299,33.000005,-1.2250126908,6,1,16:40:51.605898
73.715904,33.000003,-1.2250126908,5,2,16:41:43.888661
73.611103,33.000003,-1.296869301,4,3,16:42:09.907312
73.505793,33,-1.2300131508,7,1,16:42:22.665054
73.716572,33.000005,-1.2300131508,5,2,16:43:15.180470
73.611185,33.000003,-1.2967192872,5,3,16:43:40.204917
73.593616,34.668991,-1.2200122308,9,1,16:44:26.151417
73.579951,34.668989,-1.2200122308,1,2,16:44:33.864813
73.586788,34.668984,-1.2121615086,5,3,16:44:42.945343
73.596583,34.668996,-1.2250126908,7,1,16:45:13.646184
73.589261,34.668992,-1.2250126908,2,2,16:45:22.617178
73.592923,34.668992,-1.2159618582,5,3,16:45:31.337320
73.606199,34.66899,-1.2300131508,6,1,16:46:04.025232
73.586576,34.668999,-1.2300131508,0,2,16:46:10.581071
73.596388,34.668998,-1.2135116328,5,3,16:46:17.899381
73.495862,30.389334,-1.2200122308,6,1,16:47:10.452021
73.47604,30.389331,-1.2200122308,1,2,16:47:17.018563
73.485946,30.389332,-1.2002104092,1,3,16:47:23.719098
73.484211,30.389338,-1.2250126908,7,1,16:47:31.286865
73.464332,30.38934,-1.2250126908,3,2,16:47:37.854986
73.47427,30.389335,-1.2044608002,3,3,16:47:44.411444
73.483444,30.389337,-1.2300631554,6,1,16:47:52.010530
73.463588,30.38934,-1.2300631554,3,2,16:47:58.545711
73.473514,30.389338,-1.209861297,2,3,16:48:05.112167
