x,y,z,Pixel Trigger Value,Point Type,Time
73.475744,34.000001,-1.3000195908,7,1,14:11:39.167755
73.457506,33.999997,-1.3000195908,1,2,14:11:45.845388
73.466626,33.999995,-1.279867737,4,3,14:11:52.409348
73.475116,34.000003,-1.3050200508,7,1,14:12:18.674440
73.612776,34.000004,-1.3050200508,5,2,14:12:56.696268
73.543944,34.000003,-1.3554246876,4,3,14:13:18.033344
73.473497,34,-1.3100205108,6,1,14:13:44.802123
73.608643,33.999997,-1.3100205108,4,2,14:14:22.186143
73.54107,33.999999,-1.3545746094,5,3,14:14:42.383522
73.461246,33.787383,-1.3000195908,6,1,14:15:07.280155
73.442281,33.787388,-1.3000195908,0,2,14:15:13.841038
73.451765,33.78739,-1.2793176864,1,3,14:15:20.411864
73.470196,33.787389,-1.3050200508,7,1,14:15:45.530768
73.451258,33.787389,-1.3050200508,1,2,14:15:52.096263
73.460729,33.78739,-1.2849682062,2,3,14:15:58.666535
73.470622,33.787391,-1.3100205108,7,1,14:16:23.915360
73.609669,33.78739,-1.3100205108,4,2,14:17:02.050214
73.540146,33.787391,-1.3675258008,3,3,14:17:24.772577
