x,y,z,Pixel Trigger Value,Point Type,Time
73.534245,34.700002,-0.8100245154,6,1,15:36:41.176654
73.672406,34.7,-0.8100245154,5,2,15:37:19.158476
73.603329,34.700001,-0.8643795156,5,3,15:37:41.280349
73.536098,34.700005,-0.8150249754,9,1,15:38:00.095690
73.671996,34.700004,-0.8150249754,3,2,15:38:37.593293
73.604049,34.700004,-0.867829833,4,3,15:38:59.439512
73.535373,34.7,-0.8199754308,6,1,15:39:18.121960
73.66929,34.699999,-0.8199754308,5,2,15:39:55.253969
73.602333,34.699999,-0.8667297318,5,3,15:40:15.850324
73.548117,35.131467,-0.8100245154,6,1,15:40:40.340688
73.664877,35.131467,-0.8100245154,4,2,15:41:14.042055
73.606496,35.131468,-0.8459778228,4,3,15:41:32.358719
73.557523,35.131467,-0.8150249754,8,1,15:41:55.461915
73.661737,35.131465,-0.8150249754,3,2,15:42:26.650968
73.609627,35.131467,-0.8466278826,3,3,15:42:44.081389
73.560258,35.131462,-0.8199754308,6,1,15:43:07.822490
73.540697,35.131462,-0.8199754308,1,2,15:43:14.383713
73.550479,35.131461,-0.812824773,5,3,15:43:23.627650
