x,y,z,Pixel Trigger Value,Point Type,Time
73.539687,34.7,-0.8100245154,6,1,12:59:34.082492
73.6678,34.7,-0.8100245154,4,2,13:00:10.061003
73.603747,34.7,-0.8597290878,2,3,13:00:31.295130
73.541163,34.700001,-0.8150249754,6,1,13:00:51.127913
73.666766,34.699999,-0.8150249754,4,2,13:01:26.600699
73.603963,34.700005,-0.8584289682,5,3,13:01:46.541922
73.544433,34.699997,-0.8199754308,6,1,13:02:07.008716
73.662565,34.700002,-0.8199754308,5,2,13:02:40.972931
73.603499,34.700002,-0.8588790096,3,3,13:02:59.918398
73.523403,34.339932,-0.8100245154,7,1,13:03:18.725546
73.676915,34.339929,-0.8100245154,5,2,13:03:59.762783
73.600161,34.339931,-0.8831312406,4,3,13:04:25.664136
73.5268,34.339928,-0.8150249754,7,1,13:04:42.572915
73.674015,34.339923,-0.8150249754,5,2,13:05:22.348695
73.600409,34.33993,-0.8811810612,4,3,13:05:46.861644
73.527764,34.33993,-0.8199754308,6,1,13:06:04.027975
73.670549,34.339927,-0.8199754308,5,2,13:06:42.911327
73.59916,34.339927,-0.883081236,5,3,13:07:06.780970
73.537065,34.680838,-0.8100245154,6,1,13:07:28.129260
73.667085,34.680841,-0.8100245154,4,2,13:08:04.494230
73.602074,34.680836,-0.8623793316,3,3,13:08:26.219820
73.539818,34.68084,-0.8150249754,8,1,13:08:45.781162
73.666853,34.680842,-0.8150249754,3,2,13:09:21.539991
73.603335,34.680838,-0.854578614,4,3,13:09:40.716737
73.542966,34.680837,-0.8199754308,7,1,13:10:00.908757
73.66681,34.680838,-0.8199754308,3,2,13:10:36.030725
73.604887,34.680836,-0.8619292902,4,3,13:10:55.602917
73.523753,34.389904,-0.8100245154,6,1,13:11:13.790903
73.675322,34.389896,-0.8100245154,5,2,13:11:54.454204
73.599541,34.3899,-0.8798809416,5,3,13:12:19.840664
73.527834,34.389901,-0.8150249754,6,1,13:12:37.003271
73.671099,34.389906,-0.8150249754,4,2,13:13:16.015384
73.599466,34.389903,-0.8799809508,4,3,13:13:40.277300
73.522842,34.389901,-0.8199754308,6,1,13:13:56.421923
73.503707,34.389901,-0.8199754308,0,2,13:14:02.988491
73.513275,34.389892,-0.7997735724,3,3,13:14:09.549051
