x,y,z,Pixel Trigger Value,Point Type,Time
73.531563,34.699999,-0.8099745108,6,1,14:24:46.777182
73.673668,34.700002,-0.8099745108,4,2,14:25:25.532930
73.602613,34.700005,-0.8681298606,5,3,14:25:48.403949
73.532929,34.7,-0.8150249754,6,1,14:26:06.586184
73.671339,34.699999,-0.8150249754,4,2,14:26:44.591663
73.602134,34.700002,-0.874330431,5,3,14:27:07.712545
73.533485,34.700001,-0.8199754308,6,1,14:27:26.005055
73.668702,34.700001,-0.8199754308,5,2,14:28:03.396428
73.601093,34.700003,-0.8742304218,4,3,14:28:25.476363
73.530827,34.7,-0.8100245154,7,1,14:28:37.623575
73.675905,34.699999,-0.8100245154,4,2,14:29:16.998738
73.603364,34.699999,-0.8755305414,4,3,14:29:41.396414
73.534099,34.699994,-0.8150249754,6,1,14:29:54.264745
73.671774,34.699997,-0.8150249754,4,2,14:30:32.152581
73.602939,34.699992,-0.8741304126,4,3,14:30:55.130176
73.53415,34.699996,-0.8199754308,7,1,14:31:08.001385
73.668712,34.699996,-0.8199754308,5,2,14:31:45.259442
73.601433,34.699997,-0.8670297594,5,3,14:32:05.838710
