x,y,z,Pixel Trigger Value,Point Type,Time
73.646692,37.699998,-0.6100061154,5,1,16:29:13.458699
73.644599,37.7,-0.6100061154,1,2,16:29:23.419629
73.645645,37.699997,-0.5899542708,0,3,16:29:30.000257
73.650519,37.699998,-0.6150065754,4,1,16:30:01.575309
73.638715,37.7,-0.6150065754,0,2,16:30:09.670677
73.644616,37.699999,-0.5948547216,0,3,16:30:16.233679
73.664397,37.699998,-0.6180068514,5,1,16:30:50.825217
73.644522,37.700008,-0.6180068514,1,2,16:30:57.395848
73.654463,37.7,-0.5975049654,0,3,16:31:03.955676
73.647288,37.627491,-0.6100061154,4,1,16:31:35.023284
73.645091,37.627495,-0.6100061154,1,2,16:31:44.993166
73.646187,37.627493,-0.5902042938,1,3,16:31:51.690420
73.647362,37.627491,-0.6150065754,4,1,16:32:22.616196
73.643149,37.627499,-0.6150065754,0,2,16:32:32.222915
73.645258,37.62749,-0.5945046894,0,3,16:32:38.784972
73.649891,37.627488,-0.6180068514,5,1,16:33:10.249528
73.638062,37.627491,-0.6180068514,0,2,16:33:18.297576
73.643979,37.627485,-0.5979050022,1,3,16:33:24.873373
