x,y,z,Pixel Trigger Value,Point Type,Time
73.537844,34.700004,-0.8100245154,8,1,12:25:03.762227
73.669226,34.700005,-0.8100245154,5,2,12:25:40.399474
73.603536,34.700004,-0.8586289866,5,3,12:26:01.484021
73.539351,34.699999,-0.8150249754,6,1,12:26:20.928188
73.673264,34.700001,-0.8150249754,5,2,12:26:58.038302
73.606309,34.7,-0.8604791568,3,3,12:27:18.367463
73.544836,34.700001,-0.8199754308,10,1,12:27:38.957333
73.529307,34.700003,-0.8199754308,0,2,12:27:46.283464
73.537076,34.700009,-0.8116746672,4,3,12:27:55.376001
73.532335,34.546464,-0.8100245154,7,1,12:28:13.813560
73.67181,34.546457,-0.8100245154,3,2,12:28:52.072123
73.602073,34.546462,-0.8724302562,4,3,12:29:15.804465
73.527114,34.546457,-0.8150249754,6,1,12:29:32.861913
73.507705,34.546461,-0.8150249754,0,2,12:29:39.432333
73.517412,34.546456,-0.7949231262,3,3,12:29:46.006473
73.531061,34.546462,-0.8199754308,6,1,12:30:02.935313
73.511203,34.546462,-0.8199754308,0,2,12:30:09.472003
73.521131,34.546463,-0.7997735724,4,3,12:30:16.045685
73.537948,34.697494,-0.8100245154,6,1,12:30:35.612729
73.670019,34.697493,-0.8100245154,5,2,12:31:12.376240
73.603983,34.697493,-0.8622293178,5,3,12:31:34.090978
73.539141,34.697489,-0.8150249754,6,1,12:31:53.537783
73.669372,34.697491,-0.8150249754,4,2,12:32:29.901382
73.604257,34.697489,-0.8573788716,5,3,12:32:49.616539
73.544871,34.697491,-0.8199754308,7,1,12:33:10.172778
73.663148,34.697489,-0.8199754308,2,2,12:33:44.163010
73.60401,34.697486,-0.8589290142,2,3,12:34:03.090601
73.527137,34.415559,-0.8100245154,8,1,12:34:21.902599
73.677518,34.415555,-0.8100245154,4,2,12:35:02.338008
73.602328,34.415558,-0.8806810152,5,3,12:35:27.829336
73.525487,34.415561,-0.8150249754,6,1,12:35:44.493198
73.673829,34.415562,-0.8150249754,3,2,12:36:24.516591
73.599657,34.415564,-0.8792308818,4,3,12:36:48.648745
73.525361,34.41556,-0.8199754308,6,1,12:37:05.318665
73.505522,34.415562,-0.8199754308,0,2,12:37:11.885425
73.515442,34.415563,-0.7998735816,3,3,12:37:18.447435
