x,y,z,Pixel Trigger Value,Point Type,Time
73.735427,34.999997,-0.9999919908,14,1,20:11:03.750103
73.855424,34.999997,-0.9999919908,10,2,20:11:38.106739
73.795425,34.999995,-1.0422458778,10,3,20:11:57.682319
73.733075,35.000005,-1.0049924508,11,1,20:12:15.740702
73.714159,35.000002,-1.0049924508,1,2,20:12:22.308140
73.723616,35.000002,-0.9849406062,9,3,20:12:28.875226
73.734741,35.000002,-1.0079927268,11,1,20:12:46.664530
73.714911,35.000007,-1.0079927268,1,2,20:12:53.229987
73.724826,35.000005,-0.9874908408,10,3,20:12:59.804970
73.74479,35.227197,-0.9999919908,11,1,20:13:21.646580
73.84272,35.227197,-0.9999919908,10,2,20:13:51.586658
73.793754,35.227198,-1.026094392,10,3,20:14:07.860749
73.747952,35.227193,-1.0049924508,13,1,20:14:28.951381
73.847172,35.227187,-1.0049924508,10,2,20:14:59.128195
73.797557,35.227193,-1.0263944196,10,3,20:15:14.411540
73.751261,35.227198,-1.0079927268,11,1,20:15:36.131969
73.84479,35.227197,-1.0079927268,10,2,20:16:05.172553
73.798024,35.227195,-1.0291446726,8,3,20:16:20.445846
