x,y,z,Pixel Trigger Value,Point Type,Time
73.477265,34.000001,-1.3000195908,6,1,12:40:47.897980
73.45789,34,-1.3000195908,2,2,12:40:54.466935
73.467586,34,-1.2794677002,2,3,12:41:01.027493
73.47637,34.000001,-1.3050200508,7,1,12:41:27.538707
73.456523,34,-1.3050200508,1,2,12:41:34.109847
73.466447,34.000001,-1.2844681602,0,3,12:41:40.672089
73.479585,34,-1.3100205108,6,1,12:42:07.837580
73.459696,33.999997,-1.3100205108,0,2,12:42:14.408212
73.469642,34,-1.2892185972,1,3,12:42:20.974774
73.410318,31.333982,-1.3000195908,6,1,12:43:00.229982
73.39136,31.333982,-1.3000195908,1,2,12:43:06.790924
73.400838,31.333984,-1.2799177416,2,3,12:43:13.356547
73.538761,31.333979,-1.3050200508,6,1,12:43:51.872422
73.518923,31.333974,-1.3050200508,1,2,12:43:58.445060
73.528845,31.333979,-1.2844681602,0,3,12:44:05.013680
73.408798,31.333978,-1.3100205108,6,1,12:44:18.638109
73.389414,31.33398,-1.3100205108,3,2,12:44:25.212750
73.399108,31.333983,-1.2895186248,1,3,12:44:31.784034
