x,y,z,Pixel Trigger Value,Point Type,Time
73.733479,35.000002,-1.0099929108,11,1,18:43:41.339904
73.713793,35.000007,-1.0099929108,1,2,18:43:47.906665
73.723638,34.999999,-0.9895410294,9,3,18:43:54.478285
73.736153,34.999997,-1.0149933708,11,1,18:44:12.411843
73.716542,34.999998,-1.0149933708,1,2,18:44:18.971628
73.72635,35.000001,-0.9944414802,5,3,18:44:25.537245
73.744683,35.000004,-1.0179936468,13,1,18:44:45.244090
73.840632,34.999997,-1.0179936468,10,2,18:45:14.780733
73.792662,34.999998,-1.041845841,10,3,18:45:30.597913
73.737891,35.014024,-1.0099929108,13,1,18:45:49.636565
73.842728,35.014023,-1.0099929108,8,2,18:46:20.957560
73.790311,35.014023,-1.0413957996,10,3,18:46:38.386066
73.742535,35.014029,-1.0149933708,13,1,18:46:58.358706
73.844084,35.014035,-1.0149933708,10,2,18:47:29.018446
73.793309,35.014033,-1.0426459146,10,3,18:47:45.567793
73.743626,35.014027,-1.0179936468,11,1,18:48:05.788391
73.842675,35.014022,-1.0179936468,7,2,18:48:35.961193
73.793152,35.014027,-1.0424458962,8,3,18:48:51.999479
