x,y,z,Pixel Trigger Value,Point Type,Time
73.73792,34.999995,-1.0099929108,12,1,18:51:05.840037
73.846557,35,-1.0099929108,6,2,18:51:37.925420
73.792231,34.999999,-1.0434459882,9,3,18:51:55.722762
73.739208,35.000002,-1.0149933708,13,1,18:52:15.052556
73.719368,35.000003,-1.0149933708,1,2,18:52:21.618654
73.72929,35.000001,-0.9942914664,10,3,18:52:28.191230
73.743132,34.999996,-1.0179936468,13,1,18:52:47.633144
73.844874,35.000001,-1.0179936468,7,2,18:53:18.305459
73.794005,34.999997,-1.042095864,10,3,18:53:34.100291
73.748091,35.171627,-1.0099929108,14,1,18:53:55.955904
73.839651,35.171622,-1.0099929108,9,2,18:54:24.607434
73.79387,35.171627,-1.0312948704,8,3,18:54:39.890034
73.752632,35.171622,-1.0149933708,11,1,18:55:01.869781
73.834734,35.171625,-1.0149933708,9,2,18:55:28.634626
73.793684,35.171621,-1.0313948796,10,3,18:55:42.893317
73.757619,35.171625,-1.0179936468,11,1,18:56:05.879103
73.830315,35.171621,-1.0179936468,10,2,18:56:30.754133
73.793965,35.171625,-1.0315448934,8,3,18:56:44.382116
