x,y,z,Pixel Trigger Value,Point Type,Time
41.411398,-10.000041,4.2699928032,6,1,12:21:24.865811
41.408496,-9.999951,4.2699928032,6,1,12:21:59.987066
41.409974,-9.999992,4.2699928032,6,1,12:22:49.864412
41.408974,-10.00004,4.2699928032,6,1,12:23:30.027301
41.407095,-9.999993,4.2699928032,6,1,12:23:51.124122
41.407311,-10.000023,4.2699928032,6,1,12:24:14.360096
41.407106,-10.000049,4.2699928032,6,1,12:24:35.543373
41.406399,-9.999951,4.2699928032,6,1,12:24:49.707555
41.405391,-9.999996,4.2699928032,6,1,12:24:53.736735
41.406264,-10.000029,4.2699928032,6,1,12:25:06.514257
41.406057,-9.999957,4.2699928032,6,1,12:25:17.238047
41.40731,-9.999966,4.2699928032,6,1,12:25:40.473359
41.405313,-9.999977,4.2699928032,7,1,12:25:43.736973
41.406284,-9.999957,4.2699928032,6,1,12:25:56.745603
41.406274,-9.99999,4.2699928032,6,1,12:26:09.648275
41.40515,-10.000041,4.2699928032,6,1,12:26:11.266582
41.406085,-9.999974,4.2699928032,6,1,12:26:22.262462
41.405339,-10.000011,4.2699928032,6,1,12:26:25.790973
41.405489,-10.000011,4.2699928032,7,1,12:26:30.831904
41.406048,-9.999963,4.2699928032,6,1,12:26:41.468368
41.405107,-10.00002,4.2699928032,6,1,12:26:42.719282
41.405981,-9.999958,4.2699928032,7,1,12:26:52.703081
41.405109,-10.000025,4.2699928032,6,1,12:26:53.940523
41.405693,-10.000046,4.2699928032,6,1,12:27:01.037199
41.405383,-9.999962,4.2699928032,8,1,12:27:05.071340
41.405502,-9.999962,4.2699928032,6,1,12:27:10.250901
41.405248,-9.999956,4.2699928032,6,1,12:27:12.890329
41.405642,-10.000028,4.2699928032,6,1,12:27:19.458797
41.405516,-9.999969,4.2699928032,8,1,12:27:24.775505
41.405377,-9.999953,4.2699928032,6,1,12:27:28.704769
