x,y,z,Pixel Trigger Value,Point Type,Time
73.648564,37.700002,-0.6100061154,5,1,15:46:21.445527
73.645391,37.700008,-0.6100061154,3,2,15:46:31.162811
73.646983,37.700005,-0.590804349,0,3,15:46:37.875279
73.654785,37.700003,-0.6150065754,4,1,15:47:10.318801
73.635843,37.700006,-0.6150065754,0,2,15:47:16.886195
73.645317,37.700008,-0.5946046986,0,3,15:47:23.453367
73.668735,37.700001,-0.6180068514,5,1,15:47:58.674394
73.64981,37.700003,-0.6180068514,0,2,15:48:05.242830
73.659276,37.700001,-0.6159066582,2,3,15:48:15.466667
73.646604,37.658447,-0.6100061154,4,1,15:48:46.296261
73.627275,37.658443,-0.6100061154,0,2,15:48:52.865992
73.636945,37.658445,-0.5892542064,1,3,15:48:59.430140
73.649368,37.658449,-0.6150065754,5,1,15:49:30.733212
73.641439,37.658447,-0.6150065754,1,2,15:49:39.443825
73.645406,37.658447,-0.59505474,0,3,15:49:46.009657
73.656033,37.658449,-0.6180068514,4,1,15:50:18.717412
73.637114,37.65845,-0.6180068514,1,2,15:50:25.279964
73.646578,37.658451,-0.5976049746,0,3,15:50:31.853202
