x,y,z,Pixel Trigger Value,Point Type,Time
73.533568,34.699998,-0.8100245154,7,1,14:38:00.680990
73.673028,34.7,-0.8100245154,5,2,14:38:38.931485
73.603298,34.700001,-0.8686799112,3,3,14:39:01.920023
73.532902,34.699999,-0.8150249754,6,1,14:39:20.107573
73.67245,34.700003,-0.8150249754,3,2,14:39:58.375407
73.602677,34.700004,-0.871830201,5,3,14:40:20.971237
73.53473,34.700005,-0.8199754308,6,1,14:40:39.534210
73.669895,34.700004,-0.8199754308,3,2,14:41:16.897009
73.602314,34.700006,-0.8728802976,4,3,14:41:38.751683
73.548145,35.124704,-0.8100245154,6,1,14:42:03.149520
73.667511,35.124696,-0.8100245154,4,2,14:42:37.348233
73.607827,35.124698,-0.841577418,4,3,14:42:54.778371
73.551926,35.124707,-0.8150249754,7,1,14:43:16.878802
73.532613,35.12471,-0.8150249754,0,2,14:43:23.449267
73.542269,35.124717,-0.7945230894,4,3,14:43:30.022237
73.556881,35.124708,-0.8199754308,6,1,14:43:52.357686
73.543451,35.124709,-0.8199754308,0,2,14:44:00.054235
73.550168,35.124708,-0.8153750076,5,3,14:44:09.790108
