x,y,z,Pixel Trigger Value,Point Type,Time
73.4624,32.999997,-1.3599751062,6,1,10:35:41.576893
73.616055,33.000005,-1.3599751062,5,2,10:36:22.642975
73.539228,32.999997,-1.4047292232,4,3,10:36:42.977135
73.463948,33.000001,-1.3649755662,7,1,10:37:07.712945
73.445293,32.999999,-1.3649755662,4,2,10:37:14.393511
73.454617,32.999998,-1.344623694,5,3,10:37:20.963499
73.459509,32.999994,-1.3699760262,6,1,10:37:43.946802
73.440845,32.999998,-1.3699760262,0,2,10:37:50.513134
73.450177,32.999994,-1.3494241356,2,3,10:37:57.070540
73.420865,32.031516,-1.3599751062,6,1,10:38:21.462710
73.401515,32.031519,-1.3599751062,0,2,10:38:28.039691
73.411192,32.031518,-1.3392231972,3,3,10:38:34.599442
73.424017,32.031512,-1.3649755662,7,1,10:38:50.117771
73.404616,32.031514,-1.3649755662,1,2,10:38:56.688357
73.414314,32.031514,-1.3444736802,3,3,10:39:03.251825
73.428981,32.031516,-1.3699760262,6,1,10:39:19.785349
73.40949,32.031522,-1.3699760262,1,2,10:39:26.353729
73.419238,32.031517,-1.3495241448,2,3,10:39:32.921105
