x,y,z,Pixel Trigger Value,Point Type,Time
73.652337,37.699996,-0.6100061154,6,1,11:26:43.467587
73.639168,37.699995,-0.6100061154,0,2,11:26:51.197873
73.645754,37.7,-0.5902042938,0,3,11:26:57.731559
73.663697,37.699999,-0.6150065754,5,1,11:27:31.956095
73.652616,37.699996,-0.6150065754,0,2,11:27:40.175125
73.658157,37.699999,-0.611556258,2,3,11:27:50.144660
73.660629,37.7,-0.6200070354,4,1,11:28:23.876037
73.6518,37.699997,-0.6200070354,0,2,11:28:32.456173
73.656215,37.7,-0.612806373,1,3,11:28:41.664018
73.663735,37.821215,-0.6100061154,4,1,11:29:16.024754
73.652453,37.821214,-0.6100061154,3,2,11:29:24.111410
73.658094,37.82122,-0.605555706,3,3,11:29:33.818440
73.660484,37.821213,-0.6150065754,4,1,11:30:07.418607
73.653651,37.82121,-0.6150065754,0,2,11:30:16.393778
73.657066,37.82121,-0.6061057566,3,3,11:30:25.111132
73.659859,37.821207,-0.6200070354,5,1,11:30:58.679868
73.644973,37.821208,-0.6200070354,0,2,11:31:06.133700
73.652417,37.82121,-0.604055568,3,3,11:31:13.597740
